season,pbp_rows,pbp_games,schedule_games,regular_weeks,player_stat_rows,player_stats_game_id_missing_rate,roster_rows,snap_rows,injury_rows,scrimmage_plays,participation_play_coverage,carry_player_id_coverage,target_player_id_coverage,complete_schema_and_games
2025,46452,272,272,18,18539,0.0,44697,25395,5783,33241,1.0,1.0,0.8907062798305357,True
