parsed_injury_mentions,resolved_injury_mentions,unresolved_injury_mentions,resolution_rate,ambiguous_roster_universe_keys_excluded,participation_team_games,participation_coverage_below_099,canonical_rows,confirmed_partial_rows,suspected_partial_rows,statistical_corroboration_rows_pre_promotion,suspected_corroborated_status_rows,canonical_team_games,trigger_timestamp_missing_team_games,next_boundary_missing_team_games
919,892,27,0.970620239390642,1709,544,0,7413,23,52,27,4,544,0,32
