rows_scored,raw_mae,raw_rmse,raw_bias,calibrated_mae,calibrated_rmse,calibrated_bias,walk_forward_rule
5114,1.4775462038641936,1.9019230950132722,0.3604090119183117,1.391004677024025,1.8571860547053498,0.0017513331809077073,Week N uses features available through Week N-1
