season,week,team,team_plays,team_pass_attempts,team_rush_attempts,team_tds,projected_team_plays,projected_team_pass_attempts,projected_team_rush_attempts,projected_team_tds,projected_pass_rate,projected_rush_rate,projected_team_tds_placeholder
2023,2,CIN,57.0,42.0,15.0,2.0,54.0,34.0,20.0,0.0,0.6296296296296297,0.37037037037037035,0.0
2023,3,CIN,74.0,51.0,23.0,1.0,55.5,38.0,17.5,1.0,0.6846846846846847,0.3153153153153153,1.0
2023,4,CIN,51.0,33.0,18.0,0.0,61.666666666666664,42.333333333333336,19.333333333333332,1.0,0.6864864864864865,0.3135135135135135,1.0
2023,5,CIN,79.0,49.0,30.0,3.0,59.0,40.0,19.0,0.75,0.6779661016949152,0.3220338983050847,0.75
2023,6,CIN,53.0,38.0,15.0,2.0,65.25,43.75,21.5,1.5,0.6704980842911877,0.32950191570881227,1.5
2023,8,CIN,62.0,35.0,27.0,4.0,64.25,42.75,21.5,1.5,0.6653696498054474,0.3346303501945525,1.5
2023,9,CIN,67.0,45.0,22.0,3.0,61.25,38.75,22.5,2.25,0.6326530612244898,0.3673469387755102,2.25
2023,10,CIN,60.0,44.0,16.0,3.0,65.25,41.75,23.5,3.0,0.6398467432950191,0.36015325670498083,3.0
2023,11,CIN,59.0,36.0,23.0,2.0,60.5,40.5,20.0,3.0,0.6694214876033058,0.3305785123966942,3.0
2023,12,CIN,41.0,30.0,11.0,1.0,62.0,40.0,22.0,3.0,0.6451612903225806,0.3548387096774194,3.0
2023,13,CIN,72.0,41.0,31.0,4.0,56.75,38.75,18.0,2.25,0.6828193832599119,0.31718061674008813,2.25
2023,14,CIN,57.0,25.0,32.0,5.0,58.0,37.75,20.25,2.5,0.6508620689655172,0.34913793103448276,2.5
2023,15,CIN,69.0,47.0,22.0,3.0,57.25,33.0,24.25,3.0,0.5764192139737991,0.42358078602620086,3.0
2023,16,CIN,62.0,46.0,16.0,1.0,59.75,35.75,24.0,3.25,0.5983263598326359,0.401673640167364,3.25
2023,17,CIN,71.0,39.0,32.0,2.0,65.0,39.75,25.25,3.25,0.6115384615384616,0.38846153846153847,3.25
2023,18,CIN,61.0,31.0,30.0,4.0,64.75,39.25,25.5,2.75,0.6061776061776062,0.3938223938223938,2.75
2024,1,CIN,48.0,32.0,16.0,1.0,65.75,40.75,25.0,2.5,0.6197718631178707,0.38022813688212925,2.5
2024,2,CIN,61.0,39.0,22.0,3.0,60.5,37.0,23.5,2.0,0.6115702479338843,0.3884297520661157,2.0
2024,3,CIN,61.0,41.0,20.0,4.0,60.25,35.25,25.0,2.5,0.5850622406639004,0.4149377593360996,2.5
2024,4,CIN,62.0,31.0,31.0,4.0,57.75,35.75,22.0,3.0,0.6190476190476191,0.38095238095238093,3.0
2024,5,CIN,66.0,42.0,24.0,5.0,58.0,35.75,22.25,3.0,0.6163793103448276,0.38362068965517243,3.0
2024,6,CIN,52.0,32.0,20.0,2.0,62.5,38.25,24.25,4.0,0.612,0.388,4.0
2024,7,CIN,53.0,28.0,25.0,3.0,60.25,36.5,23.75,3.75,0.6058091286307054,0.3941908713692946,3.75
2024,8,CIN,58.0,38.0,20.0,2.0,58.25,33.25,25.0,3.5,0.5708154506437768,0.4291845493562232,3.5
2024,9,CIN,71.0,40.0,31.0,6.0,57.25,35.0,22.25,3.0,0.611353711790393,0.388646288209607,3.0
2024,10,CIN,76.0,60.0,16.0,5.0,58.5,34.5,24.0,3.25,0.5897435897435898,0.41025641025641024,3.25
2024,11,CIN,78.0,53.0,25.0,3.0,64.5,41.5,23.0,4.0,0.6434108527131783,0.35658914728682173,4.0
2024,13,CIN,57.0,42.0,15.0,5.0,70.75,47.75,23.0,4.0,0.6749116607773852,0.3250883392226148,4.0
2024,14,CIN,65.0,46.0,19.0,3.0,70.5,48.75,21.75,4.75,0.6914893617021277,0.30851063829787234,4.75
2024,15,CIN,64.0,38.0,26.0,4.0,69.0,50.25,18.75,4.0,0.7282608695652174,0.2717391304347826,4.0
2024,16,CIN,56.0,34.0,22.0,3.0,66.0,44.75,21.25,3.75,0.678030303030303,0.32196969696969696,3.75
2024,17,CIN,84.0,56.0,28.0,4.0,60.5,40.0,20.5,3.75,0.6611570247933884,0.33884297520661155,3.75
2024,18,CIN,71.0,50.0,21.0,1.0,67.25,43.5,23.75,3.5,0.6468401486988847,0.35315985130111527,3.5
2023,1,CLE,73.0,32.0,41.0,2.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,CLE,83.0,46.0,37.0,4.0,73.0,32.0,41.0,2.0,0.4383561643835616,0.5616438356164384,2.0
2023,3,CLE,67.0,36.0,31.0,3.0,78.0,39.0,39.0,3.0,0.5,0.5,3.0
2023,4,CLE,65.0,40.0,25.0,0.0,74.33333333333333,38.0,36.333333333333336,3.0,0.5112107623318385,0.4887892376681614,3.0
2023,6,CLE,70.0,36.0,34.0,1.0,72.0,38.5,33.5,2.25,0.5347222222222222,0.4652777777777778,2.25
2023,7,CLE,73.0,39.0,34.0,3.0,71.25,39.5,31.75,2.0,0.5543859649122806,0.4456140350877193,2.0
2023,8,CLE,75.0,35.0,40.0,2.0,68.75,37.75,31.0,1.75,0.5490909090909091,0.4509090909090909,1.75
2023,9,CLE,71.0,31.0,40.0,3.0,70.75,37.5,33.25,1.5,0.5300353356890459,0.46996466431095407,1.5
2023,10,CLE,76.0,39.0,37.0,3.0,72.25,35.25,37.0,2.25,0.48788927335640137,0.5121107266435986,2.25
2023,11,CLE,73.0,44.0,29.0,1.0,73.75,36.0,37.75,2.75,0.488135593220339,0.511864406779661,2.75
2023,12,CLE,71.0,47.0,24.0,1.0,73.75,37.25,36.5,2.25,0.5050847457627119,0.49491525423728816,2.25
2023,13,CLE,69.0,46.0,23.0,2.0,72.75,40.25,32.5,2.0,0.5532646048109966,0.44673539518900346,2.0
2023,14,CLE,74.0,46.0,28.0,4.0,72.25,44.0,28.25,1.75,0.6089965397923875,0.39100346020761245,1.75
2023,15,CLE,67.0,49.0,18.0,3.0,71.75,45.75,26.0,2.0,0.6376306620209059,0.3623693379790941,2.0
2023,16,CLE,78.0,46.0,32.0,5.0,70.25,47.0,23.25,2.5,0.6690391459074733,0.3309608540925267,2.5
2023,17,CLE,58.0,30.0,28.0,5.0,72.0,46.75,25.25,3.5,0.6493055555555556,0.3506944444444444,3.5
2023,18,CLE,53.0,29.0,24.0,2.0,69.25,42.75,26.5,4.25,0.6173285198555957,0.38267148014440433,4.25
2023,19,CLE,70.0,50.0,20.0,4.0,64.0,38.5,25.5,3.75,0.6015625,0.3984375,3.75
2024,1,CLE,70.0,51.0,19.0,3.0,64.75,38.75,26.0,4.0,0.5984555984555985,0.4015444015444015,4.0
2024,2,CLE,65.0,36.0,29.0,1.0,62.75,40.0,22.75,3.5,0.6374501992031872,0.36254980079681276,3.5
2024,3,CLE,64.0,46.0,18.0,2.0,64.5,41.5,23.0,2.5,0.6434108527131783,0.35658914728682173,2.5
2024,4,CLE,57.0,35.0,22.0,1.0,67.25,45.75,21.5,2.5,0.6802973977695167,0.31970260223048325,2.5
2024,5,CLE,59.0,36.0,23.0,1.0,64.0,42.0,22.0,1.75,0.65625,0.34375,1.75
2024,6,CLE,53.0,28.0,25.0,0.0,61.25,38.25,23.0,1.25,0.6244897959183674,0.37551020408163266,1.25
2024,7,CLE,78.0,57.0,21.0,2.0,58.25,36.25,22.0,1.0,0.6223175965665236,0.3776824034334764,1.0
2024,8,CLE,67.0,44.0,23.0,3.0,61.75,39.0,22.75,1.0,0.631578947368421,0.3684210526315789,1.0
2024,9,CLE,76.0,52.0,24.0,1.0,64.25,41.25,23.0,1.5,0.642023346303502,0.35797665369649806,1.5
2024,11,CLE,72.0,52.0,20.0,2.0,68.5,45.25,23.25,1.5,0.6605839416058394,0.33941605839416056,1.5
2024,12,CLE,57.0,30.0,27.0,3.0,73.25,51.25,22.0,2.0,0.6996587030716723,0.3003412969283277,2.0
2024,13,CLE,85.0,62.0,23.0,6.0,68.0,44.5,23.5,2.25,0.6544117647058824,0.34558823529411764,2.25
2024,14,CLE,69.0,44.0,25.0,2.0,72.5,49.0,23.5,3.0,0.6758620689655173,0.32413793103448274,3.0
2024,15,CLE,60.0,39.0,21.0,1.0,70.75,47.0,23.75,3.25,0.6643109540636042,0.33568904593639576,3.25
2024,16,CLE,63.0,39.0,24.0,1.0,67.75,43.75,24.0,3.0,0.6457564575645757,0.35424354243542433,3.0
2024,17,CLE,76.0,48.0,28.0,0.0,69.25,46.0,23.25,2.5,0.6642599277978339,0.33574007220216606,2.5
2024,18,CLE,55.0,36.0,19.0,2.0,67.0,42.5,24.5,1.0,0.6343283582089553,0.3656716417910448,1.0
2023,1,DAL,55.0,25.0,30.0,3.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,DAL,84.0,39.0,45.0,2.0,55.0,25.0,30.0,3.0,0.45454545454545453,0.5454545454545454,3.0
2023,3,DAL,75.0,42.0,33.0,1.0,69.5,32.0,37.5,2.5,0.460431654676259,0.539568345323741,2.5
2023,4,DAL,70.0,40.0,30.0,2.0,71.33333333333333,35.333333333333336,36.0,2.0,0.49532710280373826,0.5046728971962616,2.0
2023,5,DAL,49.0,30.0,19.0,1.0,71.0,36.5,34.5,2.0,0.5140845070422535,0.4859154929577465,2.0
2023,6,DAL,61.0,35.0,26.0,2.0,69.5,37.75,31.75,1.5,0.5431654676258992,0.4568345323741007,1.5
2023,8,DAL,63.0,37.0,26.0,4.0,63.75,36.75,27.0,1.5,0.5764705882352941,0.4235294117647059,1.5
2023,9,DAL,71.0,49.0,22.0,3.0,60.75,35.5,25.25,2.25,0.5843621399176955,0.4156378600823045,2.25
2023,10,DAL,77.0,44.0,33.0,7.0,61.0,37.75,23.25,2.5,0.6188524590163934,0.38114754098360654,2.5
2023,11,DAL,68.0,41.0,27.0,3.0,68.0,41.25,26.75,4.0,0.6066176470588235,0.39338235294117646,4.0
2023,12,DAL,51.0,33.0,18.0,5.0,69.75,42.75,27.0,4.25,0.6129032258064516,0.3870967741935484,4.25
2023,13,DAL,80.0,46.0,34.0,4.0,66.75,41.75,25.0,4.5,0.6254681647940075,0.37453183520599254,4.5
2023,14,DAL,74.0,42.0,32.0,4.0,69.0,41.0,28.0,4.75,0.5942028985507246,0.4057971014492754,4.75
2023,15,DAL,57.0,37.0,20.0,1.0,68.25,40.5,27.75,4.0,0.5934065934065934,0.4065934065934066,4.0
2023,16,DAL,61.0,36.0,25.0,2.0,65.5,39.5,26.0,3.5,0.6030534351145038,0.3969465648854962,3.5
2023,17,DAL,62.0,41.0,21.0,2.0,68.0,40.25,27.75,2.75,0.5919117647058824,0.40808823529411764,2.75
2023,18,DAL,69.0,40.0,29.0,5.0,63.5,39.0,24.5,2.25,0.6141732283464567,0.3858267716535433,2.25
2023,19,DAL,91.0,64.0,27.0,5.0,62.25,38.5,23.75,2.5,0.6184738955823293,0.3815261044176707,2.5
2024,1,DAL,60.0,35.0,25.0,2.0,70.75,45.25,25.5,3.5,0.6395759717314488,0.36042402826855124,3.5
2024,2,DAL,66.0,45.0,21.0,1.0,70.5,45.0,25.5,3.5,0.6382978723404256,0.3617021276595745,3.5
2024,3,DAL,72.0,56.0,16.0,3.0,71.5,46.0,25.5,3.25,0.6433566433566433,0.35664335664335667,3.25
2024,4,DAL,51.0,28.0,23.0,2.0,72.25,50.0,22.25,2.75,0.6920415224913494,0.3079584775086505,2.75
2024,5,DAL,75.0,44.0,31.0,2.0,62.25,41.0,21.25,2.0,0.6586345381526104,0.3413654618473896,2.0
2024,6,DAL,65.0,48.0,17.0,0.0,66.0,43.25,22.75,2.0,0.6553030303030303,0.3446969696969697,2.0
2024,8,DAL,59.0,40.0,19.0,3.0,65.75,44.0,21.75,1.75,0.6692015209125475,0.33079847908745247,1.75
2024,9,DAL,75.0,54.0,21.0,2.0,62.5,40.0,22.5,1.75,0.64,0.36,1.75
2024,10,DAL,56.0,32.0,24.0,0.0,68.5,46.5,22.0,1.75,0.6788321167883211,0.32116788321167883,1.75
2024,11,DAL,79.0,61.0,18.0,2.0,63.75,43.5,20.25,1.25,0.6823529411764706,0.3176470588235294,1.25
2024,12,DAL,61.0,33.0,28.0,4.0,67.25,46.75,20.5,1.75,0.6951672862453532,0.3048327137546468,1.75
2024,13,DAL,68.0,36.0,32.0,2.0,67.75,45.0,22.75,2.0,0.6642066420664207,0.33579335793357934,2.0
2024,14,DAL,59.0,34.0,25.0,2.0,66.0,40.5,25.5,2.0,0.6136363636363636,0.38636363636363635,2.0
2024,15,DAL,70.0,30.0,40.0,3.0,66.75,41.0,25.75,2.5,0.6142322097378277,0.3857677902621723,2.5
2024,16,DAL,56.0,36.0,20.0,2.0,64.5,33.25,31.25,2.75,0.5155038759689923,0.4844961240310077,2.75
2024,17,DAL,60.0,30.0,30.0,2.0,63.25,34.0,29.25,2.25,0.5375494071146245,0.4624505928853755,2.25
2024,18,DAL,75.0,36.0,39.0,1.0,61.25,32.5,28.75,2.25,0.5306122448979592,0.46938775510204084,2.25
2023,1,DEN,58.0,36.0,22.0,2.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,DEN,63.0,40.0,23.0,4.0,58.0,36.0,22.0,2.0,0.6206896551724138,0.3793103448275862,2.0
2023,3,DEN,59.0,39.0,20.0,2.0,60.5,38.0,22.5,3.0,0.628099173553719,0.371900826446281,3.0
2023,4,DEN,48.0,29.0,19.0,3.0,60.0,38.333333333333336,21.666666666666668,2.6666666666666665,0.638888888888889,0.3611111111111111,2.6666666666666665
2023,5,DEN,58.0,35.0,23.0,3.0,57.0,36.0,21.0,2.75,0.631578947368421,0.3684210526315789,2.75
2023,6,DEN,50.0,26.0,24.0,1.0,57.0,35.75,21.25,3.0,0.6271929824561403,0.37280701754385964,3.0
2023,7,DEN,55.0,30.0,25.0,1.0,53.75,32.25,21.5,2.25,0.6,0.4,2.25
2023,8,DEN,65.0,25.0,40.0,3.0,52.75,30.0,22.75,2.0,0.5687203791469194,0.4312796208530806,2.0
2023,10,DEN,72.0,33.0,39.0,2.0,57.0,29.0,28.0,2.0,0.5087719298245614,0.49122807017543857,2.0
2023,11,DEN,53.0,37.0,16.0,1.0,60.5,28.5,32.0,1.75,0.47107438016528924,0.5289256198347108,1.75
2023,12,DEN,62.0,23.0,39.0,3.0,61.25,31.25,30.0,1.75,0.5102040816326531,0.4897959183673469,1.75
2023,13,DEN,59.0,29.0,30.0,2.0,63.0,29.5,33.5,2.25,0.46825396825396826,0.5317460317460317,2.25
2023,14,DEN,66.0,35.0,31.0,3.0,61.5,30.5,31.0,2.0,0.4959349593495935,0.5040650406504065,2.0
2023,15,DEN,62.0,34.0,28.0,2.0,60.0,31.0,29.0,2.25,0.5166666666666667,0.48333333333333334,2.25
2023,16,DEN,67.0,44.0,23.0,4.0,62.25,30.25,32.0,2.5,0.4859437751004016,0.5140562248995983,2.5
2023,17,DEN,67.0,34.0,33.0,1.0,63.5,35.5,28.0,2.75,0.5590551181102362,0.4409448818897638,2.75
2023,18,DEN,59.0,39.0,20.0,2.0,65.5,36.75,28.75,2.5,0.5610687022900763,0.4389312977099237,2.5
2024,1,DEN,69.0,44.0,25.0,1.0,63.75,37.75,26.0,2.25,0.592156862745098,0.40784313725490196,2.25
2024,2,DEN,56.0,37.0,19.0,0.0,65.5,40.25,25.25,2.0,0.6145038167938931,0.38549618320610685,2.0
2024,3,DEN,64.0,36.0,28.0,2.0,62.75,38.5,24.25,1.0,0.6135458167330677,0.38645418326693226,1.0
2024,4,DEN,56.0,25.0,31.0,1.0,62.0,39.0,23.0,1.25,0.6290322580645161,0.3709677419354839,1.25
2024,5,DEN,58.0,30.0,28.0,3.0,61.25,35.5,25.75,1.0,0.5795918367346938,0.4204081632653061,1.0
2024,6,DEN,54.0,36.0,18.0,2.0,58.5,32.0,26.5,1.5,0.5470085470085471,0.452991452991453,1.5
2024,7,DEN,61.0,26.0,35.0,2.0,58.0,31.75,26.25,2.0,0.5474137931034483,0.4525862068965517,2.0
2024,8,DEN,73.0,41.0,32.0,4.0,57.25,29.25,28.0,2.0,0.5109170305676856,0.4890829694323144,2.0
2024,9,DEN,68.0,38.0,30.0,1.0,61.5,33.25,28.25,2.75,0.540650406504065,0.45934959349593496,2.75
2024,10,DEN,55.0,32.0,23.0,2.0,64.0,35.25,28.75,2.25,0.55078125,0.44921875,2.25
2024,11,DEN,60.0,34.0,26.0,5.0,64.25,34.25,30.0,2.25,0.5330739299610895,0.4669260700389105,2.25
2024,12,DEN,65.0,43.0,22.0,2.0,64.0,36.25,27.75,3.0,0.56640625,0.43359375,3.0
2024,13,DEN,61.0,35.0,26.0,3.0,62.0,36.75,25.25,2.5,0.592741935483871,0.40725806451612906,2.5
2024,15,DEN,61.0,34.0,27.0,3.0,60.25,36.0,24.25,3.0,0.5975103734439834,0.4024896265560166,3.0
2024,16,DEN,63.0,42.0,21.0,3.0,61.75,36.5,25.25,3.25,0.5910931174089069,0.4089068825910931,3.25
2024,17,DEN,60.0,33.0,27.0,3.0,62.5,38.5,24.0,2.75,0.616,0.384,2.75
2024,18,DEN,72.0,29.0,43.0,5.0,61.25,36.0,25.25,3.0,0.5877551020408164,0.4122448979591837,3.0
2024,19,DEN,42.0,25.0,17.0,1.0,64.0,34.5,29.5,3.5,0.5390625,0.4609375,3.5
2023,1,DET,70.0,36.0,34.0,2.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,DET,64.0,37.0,27.0,5.0,70.0,36.0,34.0,2.0,0.5142857142857142,0.4857142857142857,2.0
2023,3,DET,64.0,33.0,31.0,2.0,67.0,36.5,30.5,3.5,0.5447761194029851,0.4552238805970149,3.5
2023,4,DET,73.0,30.0,43.0,4.0,66.0,35.333333333333336,30.666666666666668,3.0,0.5353535353535354,0.46464646464646464,3.0
2023,5,DET,60.0,30.0,30.0,6.0,67.75,34.0,33.75,3.25,0.5018450184501845,0.4981549815498155,3.25
2023,6,DET,69.0,47.0,22.0,2.0,65.25,32.5,32.75,4.25,0.49808429118773945,0.5019157088122606,4.25
2023,7,DET,73.0,59.0,14.0,1.0,66.5,35.0,31.5,3.5,0.5263157894736842,0.47368421052631576,3.5
2023,8,DET,81.0,38.0,43.0,3.0,68.75,41.5,27.25,3.25,0.6036363636363636,0.39636363636363636,3.25
2023,10,DET,64.0,33.0,31.0,5.0,70.75,43.5,27.25,3.0,0.6148409893992933,0.38515901060070673,3.0
2023,11,DET,60.0,38.0,22.0,4.0,71.75,44.25,27.5,2.75,0.6167247386759582,0.3832752613240418,2.75
2023,12,DET,80.0,48.0,32.0,4.0,69.5,42.0,27.5,3.25,0.60431654676259,0.39568345323741005,3.25
2023,13,DET,57.0,27.0,30.0,4.0,71.25,39.25,32.0,4.0,0.5508771929824562,0.44912280701754387,4.0
2023,14,DET,63.0,39.0,24.0,2.0,65.25,36.5,28.75,4.25,0.5593869731800766,0.44061302681992337,4.25
2023,15,DET,64.0,36.0,28.0,6.0,65.0,38.0,27.0,3.5,0.5846153846153846,0.4153846153846154,3.5
2023,16,DET,77.0,41.0,36.0,4.0,66.0,37.5,28.5,4.0,0.5681818181818182,0.4318181818181818,4.0
2023,17,DET,68.0,37.0,31.0,2.0,65.25,35.75,29.5,4.0,0.5478927203065134,0.4521072796934866,4.0
2023,18,DET,56.0,33.0,23.0,4.0,68.0,38.25,29.75,3.5,0.5625,0.4375,3.5
2023,19,DET,55.0,30.0,25.0,3.0,66.25,36.75,29.5,4.0,0.5547169811320755,0.44528301886792454,4.0
2023,20,DET,71.0,45.0,26.0,4.0,64.0,35.25,28.75,3.25,0.55078125,0.44921875,3.25
2023,21,DET,72.0,43.0,29.0,4.0,62.5,36.25,26.25,3.25,0.58,0.42,3.25
2024,1,DET,61.0,30.0,31.0,3.0,63.5,37.75,25.75,3.75,0.594488188976378,0.40551181102362205,3.75
2024,2,DET,83.0,56.0,27.0,1.0,64.75,37.0,27.75,3.5,0.5714285714285714,0.42857142857142855,3.5
2024,3,DET,68.0,25.0,43.0,3.0,71.75,43.5,28.25,3.0,0.6062717770034843,0.39372822299651566,3.0
2024,4,DET,50.0,22.0,28.0,6.0,71.0,38.5,32.5,2.75,0.5422535211267606,0.45774647887323944,2.75
2024,6,DET,66.0,30.0,36.0,5.0,65.5,33.25,32.25,3.25,0.5076335877862596,0.49236641221374045,3.25
2024,7,DET,56.0,29.0,27.0,5.0,66.75,33.25,33.5,3.75,0.49812734082397003,0.50187265917603,3.75
2024,8,DET,47.0,23.0,24.0,6.0,60.0,26.5,33.5,4.75,0.44166666666666665,0.5583333333333333,4.75
2024,9,DET,55.0,23.0,32.0,2.0,54.75,26.0,28.75,5.5,0.4748858447488584,0.5251141552511416,5.5
2024,10,DET,63.0,30.0,33.0,3.0,56.0,26.25,29.75,4.5,0.46875,0.53125,4.5
2024,11,DET,76.0,33.0,43.0,7.0,55.25,26.25,29.0,4.0,0.4751131221719457,0.5248868778280543,4.0
2024,12,DET,72.0,39.0,33.0,3.0,60.25,27.25,33.0,4.5,0.45228215767634855,0.5477178423236515,4.5
2024,13,DET,69.0,36.0,33.0,2.0,66.5,31.25,35.25,3.75,0.4699248120300752,0.5300751879699248,3.75
2024,14,DET,76.0,42.0,34.0,4.0,70.0,34.5,35.5,3.75,0.4928571428571429,0.5071428571428571,3.75
2024,15,DET,77.0,62.0,15.0,6.0,73.25,37.5,35.75,4.0,0.5119453924914675,0.4880546075085324,4.0
2024,16,DET,65.0,33.0,32.0,4.0,73.5,44.75,28.75,3.75,0.608843537414966,0.391156462585034,3.75
2024,17,DET,70.0,37.0,33.0,5.0,71.75,43.25,28.5,4.0,0.6027874564459931,0.397212543554007,4.0
2024,18,DET,66.0,35.0,31.0,4.0,72.0,43.5,28.5,4.75,0.6041666666666666,0.3958333333333333,4.75
2024,20,DET,68.0,45.0,23.0,5.0,69.5,41.75,27.75,4.75,0.6007194244604317,0.39928057553956836,4.75
2023,1,GB,60.0,28.0,32.0,4.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,GB,47.0,26.0,21.0,3.0,60.0,28.0,32.0,4.0,0.4666666666666667,0.5333333333333333,4.0
2023,3,GB,72.0,46.0,26.0,3.0,53.5,27.0,26.5,3.5,0.5046728971962616,0.4953271028037383,3.5
2023,4,GB,55.0,42.0,13.0,2.0,59.666666666666664,33.333333333333336,26.333333333333332,3.3333333333333335,0.5586592178770949,0.44134078212290495,3.3333333333333335
2023,5,GB,57.0,32.0,25.0,1.0,58.5,35.5,23.0,3.0,0.6068376068376068,0.39316239316239315,3.0
2023,7,GB,61.0,32.0,29.0,2.0,57.75,36.5,21.25,2.25,0.6320346320346321,0.36796536796536794,2.25
2023,8,GB,62.0,45.0,17.0,1.0,61.25,38.0,23.25,2.0,0.6204081632653061,0.3795918367346939,2.0
2023,9,GB,68.0,30.0,38.0,2.0,58.75,37.75,21.0,1.5,0.6425531914893617,0.3574468085106383,1.5
2023,10,GB,65.0,41.0,24.0,2.0,62.0,34.75,27.25,1.5,0.5604838709677419,0.43951612903225806,1.5
2023,11,GB,71.0,43.0,28.0,3.0,64.0,37.0,27.0,1.75,0.578125,0.421875,1.75
2023,12,GB,55.0,33.0,22.0,3.0,66.5,39.75,26.75,2.0,0.5977443609022557,0.40225563909774437,2.0
2023,13,GB,63.0,38.0,25.0,3.0,64.75,36.75,28.0,2.5,0.5675675675675675,0.43243243243243246,2.5
2023,14,GB,67.0,41.0,26.0,2.0,63.5,38.75,24.75,2.75,0.610236220472441,0.38976377952755903,2.75
2023,15,GB,58.0,41.0,17.0,2.0,64.0,38.75,25.25,2.75,0.60546875,0.39453125,2.75
2023,16,GB,63.0,29.0,34.0,4.0,60.75,38.25,22.5,2.5,0.6296296296296297,0.37037037037037035,2.5
2023,17,GB,73.0,34.0,39.0,4.0,62.75,37.25,25.5,2.75,0.5936254980079682,0.4063745019920319,2.75
2023,18,GB,60.0,33.0,27.0,2.0,65.25,36.25,29.0,3.0,0.5555555555555556,0.4444444444444444,3.0
2023,19,GB,54.0,21.0,33.0,6.0,63.5,34.25,29.25,3.0,0.5393700787401575,0.46062992125984253,3.0
2023,20,GB,63.0,35.0,28.0,2.0,62.5,29.25,33.25,4.0,0.468,0.532,4.0
2024,1,GB,59.0,37.0,22.0,3.0,62.5,30.75,31.75,3.5,0.492,0.508,3.5
2024,2,GB,67.0,14.0,53.0,1.0,59.0,31.5,27.5,3.25,0.5338983050847458,0.4661016949152542,3.25
2024,3,GB,59.0,22.0,37.0,2.0,60.75,26.75,34.0,3.0,0.4403292181069959,0.5596707818930041,3.0
2024,4,GB,75.0,56.0,19.0,4.0,62.0,27.0,35.0,2.0,0.43548387096774194,0.5645161290322581,2.0
2024,5,GB,58.0,28.0,30.0,4.0,65.0,32.25,32.75,2.5,0.49615384615384617,0.5038461538461538,2.5
2024,6,GB,70.0,32.0,38.0,4.0,64.75,30.0,34.75,2.75,0.46332046332046334,0.5366795366795367,2.75
2024,7,GB,56.0,36.0,20.0,3.0,65.5,34.5,31.0,3.5,0.5267175572519084,0.4732824427480916,3.5
2024,8,GB,67.0,28.0,39.0,3.0,64.75,38.0,26.75,3.75,0.5868725868725869,0.41312741312741313,3.75
2024,9,GB,63.0,40.0,23.0,2.0,62.75,31.0,31.75,3.5,0.4940239043824701,0.5059760956175299,3.5
2024,11,GB,44.0,18.0,26.0,3.0,64.0,34.0,30.0,3.0,0.53125,0.46875,3.0
2024,12,GB,67.0,25.0,42.0,5.0,57.5,30.5,27.0,2.75,0.5304347826086957,0.46956521739130436,2.75
2024,13,GB,53.0,28.0,25.0,3.0,60.25,27.75,32.5,3.25,0.4605809128630705,0.5394190871369294,3.25
2024,14,GB,45.0,21.0,24.0,4.0,56.75,27.75,29.0,3.25,0.4889867841409692,0.5110132158590308,3.25
2024,15,GB,61.0,27.0,34.0,3.0,52.25,23.0,29.25,3.75,0.44019138755980863,0.5598086124401914,3.75
2024,16,GB,69.0,30.0,39.0,4.0,56.5,25.25,31.25,3.75,0.4469026548672566,0.5530973451327433,3.75
2024,17,GB,58.0,34.0,24.0,3.0,57.0,26.5,30.5,3.5,0.4649122807017544,0.5350877192982456,3.5
2024,18,GB,62.0,29.0,33.0,3.0,58.25,28.0,30.25,3.5,0.48068669527896996,0.51931330472103,3.5
2024,19,GB,60.0,35.0,25.0,1.0,62.5,30.0,32.5,3.25,0.48,0.52,3.25
2023,1,HOU,72.0,49.0,23.0,0.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,HOU,79.0,53.0,26.0,2.0,72.0,49.0,23.0,0.0,0.6805555555555556,0.3194444444444444,0.0
2023,3,HOU,56.0,30.0,26.0,4.0,75.5,51.0,24.5,1.0,0.6754966887417219,0.32450331125827814,1.0
2023,4,HOU,69.0,31.0,38.0,3.0,69.0,44.0,25.0,2.0,0.6376811594202898,0.36231884057971014,2.0
2023,5,HOU,58.0,35.0,23.0,1.0,69.0,40.75,28.25,2.25,0.5905797101449275,0.40942028985507245,2.25
2023,6,HOU,60.0,29.0,31.0,2.0,65.5,37.25,28.25,2.5,0.5687022900763359,0.4312977099236641,2.5
2023,8,HOU,57.0,27.0,30.0,2.0,60.75,31.25,29.5,2.5,0.51440329218107,0.48559670781893005,2.5
2023,9,HOU,66.0,47.0,19.0,5.0,61.0,30.5,30.5,2.0,0.5,0.5,2.0
2023,10,HOU,74.0,40.0,34.0,3.0,60.25,34.5,25.75,2.5,0.5726141078838174,0.42738589211618255,2.5
2023,11,HOU,67.0,42.0,25.0,3.0,64.25,35.75,28.5,3.0,0.556420233463035,0.44357976653696496,3.0
