season,week,team,team_plays,team_pass_attempts,team_rush_attempts,team_tds,projected_team_plays,projected_team_pass_attempts,projected_team_rush_attempts,projected_team_tds,projected_pass_rate,projected_rush_rate,projected_team_tds_placeholder
2023,12,HOU,58.0,40.0,18.0,3.0,66.0,39.0,27.0,3.25,0.5909090909090909,0.4090909090909091,3.25
2023,13,HOU,64.0,34.0,30.0,2.0,66.25,42.25,24.0,3.5,0.6377358490566037,0.3622641509433962,3.5
2023,14,HOU,52.0,33.0,19.0,1.0,65.75,39.0,26.75,2.75,0.5931558935361216,0.4068441064638783,2.75
2023,15,HOU,72.0,40.0,32.0,2.0,60.25,37.25,23.0,2.25,0.6182572614107884,0.3817427385892116,2.25
2023,16,HOU,69.0,53.0,16.0,3.0,61.5,36.75,24.75,2.0,0.5975609756097561,0.4024390243902439,2.0
2023,17,HOU,61.0,33.0,28.0,1.0,64.25,40.0,24.25,2.0,0.622568093385214,0.377431906614786,2.0
2023,18,HOU,56.0,28.0,28.0,3.0,63.5,39.75,23.75,1.75,0.6259842519685039,0.37401574803149606,1.75
2023,19,HOU,44.0,22.0,22.0,4.0,64.5,38.5,26.0,2.25,0.5968992248062015,0.40310077519379844,2.25
2023,20,HOU,47.0,33.0,14.0,0.0,57.5,34.0,23.5,2.75,0.591304347826087,0.40869565217391307,2.75
2024,1,HOU,77.0,36.0,41.0,3.0,52.0,29.0,23.0,2.0,0.5576923076923077,0.4423076923076923,2.0
2024,2,HOU,61.0,39.0,22.0,1.0,56.0,29.75,26.25,2.5,0.53125,0.46875,2.5
2024,3,HOU,63.0,49.0,14.0,1.0,57.25,32.5,24.75,2.0,0.5676855895196506,0.43231441048034935,2.0
2024,4,HOU,68.0,42.0,26.0,3.0,62.0,39.25,22.75,1.25,0.6330645161290323,0.36693548387096775,1.25
2024,5,HOU,67.0,39.0,28.0,2.0,67.25,41.5,25.75,2.0,0.6171003717472119,0.3828996282527881,2.0
2024,6,HOU,62.0,34.0,28.0,5.0,64.75,42.25,22.5,1.75,0.6525096525096525,0.3474903474903475,1.75
2024,7,HOU,59.0,25.0,34.0,2.0,65.0,41.0,24.0,2.75,0.6307692307692307,0.36923076923076925,2.75
2024,8,HOU,68.0,39.0,29.0,2.0,64.0,35.0,29.0,3.0,0.546875,0.453125,3.0
2024,9,HOU,75.0,39.0,36.0,1.0,64.0,34.25,29.75,2.75,0.53515625,0.46484375,2.75
2024,10,HOU,65.0,37.0,28.0,2.0,66.0,34.25,31.75,2.5,0.5189393939393939,0.4810606060606061,2.5
2024,11,HOU,60.0,35.0,25.0,3.0,66.75,35.0,31.75,1.75,0.5243445692883895,0.4756554307116105,1.75
2024,12,HOU,54.0,37.0,17.0,2.0,67.0,37.5,29.5,2.0,0.5597014925373134,0.44029850746268656,2.0
2024,13,HOU,61.0,36.0,25.0,2.0,63.5,37.0,26.5,2.0,0.5826771653543307,0.41732283464566927,2.0
2024,15,HOU,50.0,30.0,20.0,2.0,60.0,36.25,23.75,2.25,0.6041666666666666,0.3958333333333333,2.25
2024,16,HOU,58.0,41.0,17.0,2.0,56.25,34.5,21.75,2.25,0.6133333333333333,0.38666666666666666,2.25
2024,17,HOU,54.0,37.0,17.0,0.0,55.75,36.0,19.75,2.0,0.6457399103139013,0.3542600896860987,2.0
2024,18,HOU,58.0,29.0,29.0,2.0,55.75,36.0,19.75,1.5,0.6457399103139013,0.3542600896860987,1.5
2024,19,HOU,70.0,36.0,34.0,2.0,55.0,34.25,20.75,1.5,0.6227272727272727,0.37727272727272726,1.5
2024,20,HOU,65.0,36.0,29.0,1.0,60.0,35.75,24.25,1.5,0.5958333333333333,0.4041666666666667,1.5
2023,1,IND,69.0,43.0,26.0,2.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,IND,56.0,33.0,23.0,4.0,69.0,43.0,26.0,2.0,0.6231884057971014,0.37681159420289856,2.0
2023,3,IND,84.0,49.0,35.0,1.0,62.5,38.0,24.5,3.0,0.608,0.392,3.0
2023,4,IND,60.0,29.0,31.0,3.0,69.66666666666667,41.666666666666664,28.0,2.3333333333333335,0.5980861244019139,0.40191387559808617,2.3333333333333335
2023,5,IND,61.0,27.0,34.0,2.0,67.25,38.5,28.75,2.5,0.5724907063197026,0.4275092936802974,2.5
2023,6,IND,75.0,58.0,17.0,2.0,65.25,34.5,30.75,2.5,0.5287356321839081,0.47126436781609193,2.5
2023,7,IND,67.0,27.0,40.0,6.0,70.0,40.75,29.25,2.0,0.5821428571428572,0.41785714285714287,2.0
2023,8,IND,67.0,43.0,24.0,3.0,65.75,35.25,30.5,3.25,0.5361216730038023,0.46387832699619774,3.25
2023,9,IND,57.0,27.0,30.0,1.0,67.5,38.75,28.75,3.25,0.5740740740740741,0.42592592592592593,3.25
2023,10,IND,54.0,28.0,26.0,1.0,66.5,38.75,27.75,3.0,0.5827067669172933,0.41729323308270677,3.0
2023,12,IND,70.0,43.0,27.0,3.0,61.25,31.25,30.0,2.75,0.5102040816326531,0.4897959183673469,2.75
2023,13,IND,69.0,46.0,23.0,2.0,62.0,35.25,26.75,2.0,0.5685483870967742,0.4314516129032258,2.0
2023,14,IND,61.0,43.0,18.0,1.0,62.5,36.0,26.5,1.75,0.576,0.424,1.75
2023,15,IND,65.0,31.0,34.0,3.0,63.5,40.0,23.5,1.75,0.6299212598425197,0.3700787401574803,1.75
2023,16,IND,68.0,43.0,25.0,1.0,66.25,40.75,25.5,2.25,0.6150943396226415,0.3849056603773585,2.25
2023,17,IND,53.0,24.0,29.0,2.0,65.75,40.75,25.0,1.75,0.6197718631178707,0.38022813688212925,1.75
2023,18,IND,63.0,26.0,37.0,1.0,61.75,35.25,26.5,1.75,0.5708502024291497,0.4291497975708502,1.75
2024,1,IND,44.0,21.0,23.0,4.0,62.25,31.0,31.25,1.75,0.4979919678714859,0.5020080321285141,1.75
2024,2,IND,53.0,35.0,18.0,1.0,57.0,28.5,28.5,2.0,0.5,0.5,2.0
2024,3,IND,54.0,21.0,33.0,3.0,53.25,26.5,26.75,2.0,0.49765258215962443,0.5023474178403756,2.0
2024,4,IND,64.0,32.0,32.0,3.0,53.5,25.75,27.75,2.25,0.48130841121495327,0.5186915887850467,2.25
2024,5,IND,69.0,49.0,20.0,4.0,53.75,27.25,26.5,2.75,0.5069767441860465,0.4930232558139535,2.75
2024,6,IND,66.0,38.0,28.0,2.0,60.0,34.25,25.75,2.75,0.5708333333333333,0.42916666666666664,2.75
2024,7,IND,61.0,24.0,37.0,1.0,63.25,35.0,28.25,3.0,0.5533596837944664,0.44664031620553357,3.0
2024,8,IND,63.0,37.0,26.0,2.0,65.0,35.75,29.25,2.5,0.55,0.45,2.5
2024,9,IND,49.0,30.0,19.0,0.0,64.75,37.0,27.75,2.25,0.5714285714285714,0.42857142857142855,2.25
2024,10,IND,61.0,39.0,22.0,3.0,59.75,32.25,27.5,1.25,0.5397489539748954,0.4602510460251046,1.25
2024,11,IND,69.0,33.0,36.0,3.0,58.5,32.5,26.0,1.5,0.5555555555555556,0.4444444444444444,1.5
2024,12,IND,49.0,28.0,21.0,0.0,60.5,34.75,25.75,2.0,0.5743801652892562,0.4256198347107438,2.0
2024,13,IND,59.0,24.0,35.0,3.0,57.0,32.5,24.5,1.5,0.5701754385964912,0.4298245614035088,1.5
2024,15,IND,72.0,40.0,32.0,2.0,59.5,31.0,28.5,2.25,0.5210084033613446,0.4789915966386555,2.25
2024,16,IND,62.0,12.0,50.0,5.0,62.25,31.25,31.0,2.0,0.5020080321285141,0.4979919678714859,2.0
2024,17,IND,74.0,41.0,33.0,4.0,60.5,26.0,34.5,2.5,0.4297520661157025,0.5702479338842975,2.5
2024,18,IND,77.0,43.0,34.0,2.0,66.75,29.25,37.5,3.5,0.43820224719101125,0.5617977528089888,3.5
2023,1,JAX,69.0,34.0,35.0,5.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,JAX,64.0,46.0,18.0,0.0,69.0,34.0,35.0,5.0,0.4927536231884058,0.5072463768115942,5.0
2023,3,JAX,69.0,42.0,27.0,2.0,66.5,40.0,26.5,2.5,0.6015037593984962,0.39849624060150374,2.5
2023,4,JAX,64.0,32.0,32.0,1.0,67.33333333333333,40.666666666666664,26.666666666666668,2.3333333333333335,0.6039603960396039,0.39603960396039606,2.3333333333333335
2023,5,JAX,83.0,42.0,41.0,3.0,66.5,38.5,28.0,2.0,0.5789473684210527,0.42105263157894735,2.0
2023,6,JAX,62.0,33.0,29.0,4.0,70.0,40.5,29.5,1.5,0.5785714285714286,0.42142857142857143,1.5
2023,7,JAX,56.0,30.0,26.0,3.0,69.5,37.25,32.25,2.5,0.5359712230215827,0.46402877697841727,2.5
2023,8,JAX,66.0,35.0,31.0,1.0,66.25,34.25,32.0,2.75,0.5169811320754717,0.4830188679245283,2.75
2023,10,JAX,54.0,37.0,17.0,0.0,66.75,35.0,31.75,2.75,0.5243445692883895,0.4756554307116105,2.75
2023,11,JAX,69.0,33.0,36.0,4.0,59.5,33.75,25.75,2.0,0.5672268907563025,0.4327731092436975,2.0
2023,12,JAX,69.0,39.0,30.0,2.0,61.25,33.75,27.5,2.0,0.5510204081632653,0.4489795918367347,2.0
2023,13,JAX,68.0,43.0,25.0,4.0,64.5,36.0,28.5,1.75,0.5581395348837209,0.4418604651162791,1.75
2023,14,JAX,75.0,55.0,20.0,4.0,65.0,38.0,27.0,2.5,0.5846153846153846,0.4153846153846154,2.5
2023,15,JAX,61.0,44.0,17.0,1.0,70.25,42.5,27.75,3.5,0.604982206405694,0.39501779359430605,3.5
2023,16,JAX,63.0,50.0,13.0,2.0,68.25,45.25,23.0,2.75,0.663003663003663,0.336996336996337,2.75
2023,17,JAX,62.0,27.0,35.0,2.0,66.75,48.0,18.75,2.75,0.7191011235955056,0.2808988764044944,2.75
2023,18,JAX,66.0,43.0,23.0,2.0,65.25,44.0,21.25,2.25,0.6743295019157088,0.32567049808429116,2.25
2024,1,JAX,50.0,24.0,26.0,2.0,63.0,41.0,22.0,1.75,0.6507936507936508,0.3492063492063492,1.75
2024,2,JAX,55.0,34.0,21.0,1.0,60.25,36.0,24.25,2.0,0.5975103734439834,0.4024896265560166,2.0
2024,3,JAX,68.0,51.0,17.0,1.0,58.25,32.0,26.25,1.75,0.5493562231759657,0.45064377682403434,1.75
2024,4,JAX,58.0,34.0,24.0,2.0,59.75,38.0,21.75,1.5,0.6359832635983264,0.36401673640167365,1.5
2024,5,JAX,57.0,34.0,23.0,4.0,57.75,35.75,22.0,1.5,0.6190476190476191,0.38095238095238093,1.5
2024,6,JAX,61.0,41.0,20.0,2.0,59.5,38.25,21.25,2.0,0.6428571428571429,0.35714285714285715,2.0
2024,7,JAX,60.0,21.0,39.0,3.0,61.0,40.0,21.0,2.25,0.6557377049180327,0.3442622950819672,2.25
2024,8,JAX,56.0,33.0,23.0,3.0,59.0,32.5,26.5,2.75,0.5508474576271186,0.4491525423728814,2.75
2024,9,JAX,53.0,35.0,18.0,2.0,58.5,32.25,26.25,3.0,0.5512820512820513,0.44871794871794873,3.0
2024,10,JAX,43.0,25.0,18.0,1.0,57.5,32.5,25.0,2.5,0.5652173913043478,0.43478260869565216,2.5
2024,11,JAX,47.0,30.0,17.0,0.0,53.0,28.5,24.5,2.25,0.5377358490566038,0.46226415094339623,2.25
2024,13,JAX,69.0,44.0,25.0,2.0,49.75,30.75,19.0,1.5,0.6180904522613065,0.38190954773869346,1.5
2024,14,JAX,58.0,32.0,26.0,1.0,53.0,33.5,19.5,1.25,0.6320754716981132,0.36792452830188677,1.25
2024,15,JAX,78.0,49.0,29.0,2.0,54.25,32.75,21.5,1.0,0.6036866359447005,0.39631336405529954,1.0
2024,16,JAX,61.0,40.0,21.0,2.0,63.0,38.75,24.25,1.25,0.6150793650793651,0.38492063492063494,1.25
2024,17,JAX,57.0,24.0,33.0,2.0,66.5,41.25,25.25,1.75,0.6203007518796992,0.37969924812030076,1.75
2024,18,JAX,68.0,34.0,34.0,2.0,63.5,36.25,27.25,1.75,0.5708661417322834,0.42913385826771655,1.75
2023,1,KC,62.0,39.0,23.0,3.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,KC,64.0,42.0,22.0,2.0,62.0,39.0,23.0,3.0,0.6290322580645161,0.3709677419354839,3.0
2023,3,KC,75.0,38.0,37.0,5.0,63.0,40.5,22.5,2.5,0.6428571428571429,0.35714285714285715,2.5
2023,4,KC,66.0,31.0,35.0,2.0,67.0,39.666666666666664,27.333333333333332,3.3333333333333335,0.5920398009950248,0.4079601990049751,3.3333333333333335
2023,5,KC,64.0,43.0,21.0,3.0,66.75,37.5,29.25,3.0,0.5617977528089888,0.43820224719101125,3.0
2023,6,KC,70.0,43.0,27.0,1.0,67.25,38.5,28.75,3.0,0.5724907063197026,0.4275092936802974,3.0
2023,7,KC,64.0,43.0,21.0,4.0,68.75,38.75,30.0,2.75,0.5636363636363636,0.43636363636363634,2.75
2023,8,KC,57.0,41.0,16.0,0.0,66.0,40.0,26.0,2.5,0.6060606060606061,0.3939393939393939,2.5
2023,9,KC,56.0,32.0,24.0,2.0,63.75,42.5,21.25,2.0,0.6666666666666666,0.3333333333333333,2.0
2023,11,KC,74.0,44.0,30.0,2.0,61.75,39.75,22.0,1.75,0.6437246963562753,0.3562753036437247,1.75
2023,12,KC,58.0,35.0,23.0,4.0,62.75,40.0,22.75,2.0,0.6374501992031872,0.36254980079681276,2.0
2023,13,KC,62.0,36.0,26.0,2.0,61.25,38.0,23.25,2.0,0.6204081632653061,0.3795918367346939,2.0
2023,14,KC,62.0,44.0,18.0,2.0,62.5,36.75,25.75,2.5,0.588,0.412,2.5
2023,15,KC,61.0,41.0,20.0,3.0,64.0,39.75,24.25,2.5,0.62109375,0.37890625,2.5
2023,16,KC,74.0,49.0,25.0,4.0,60.75,39.0,21.75,2.75,0.6419753086419753,0.35802469135802467,2.75
2023,17,KC,53.0,31.0,22.0,1.0,64.75,42.5,22.25,2.75,0.6563706563706564,0.3436293436293436,2.75
2023,18,KC,59.0,31.0,28.0,0.0,62.5,41.25,21.25,2.5,0.66,0.34,2.5
2023,19,KC,75.0,41.0,34.0,2.0,61.75,38.0,23.75,2.0,0.6153846153846154,0.38461538461538464,2.0
2023,20,KC,47.0,23.0,24.0,3.0,65.25,38.0,27.25,1.75,0.5823754789272031,0.41762452107279696,1.75
2023,21,KC,73.0,41.0,32.0,2.0,58.5,31.5,27.0,1.5,0.5384615384615384,0.46153846153846156,1.5
2023,22,KC,79.0,49.0,30.0,2.0,63.5,34.0,29.5,1.75,0.5354330708661418,0.4645669291338583,1.75
2024,1,KC,50.0,30.0,20.0,3.0,68.5,38.5,30.0,2.25,0.5620437956204379,0.43795620437956206,2.25
2024,2,KC,60.0,28.0,32.0,2.0,62.25,35.75,26.5,2.5,0.5742971887550201,0.42570281124497994,2.5
2024,3,KC,72.0,39.0,33.0,2.0,65.5,37.0,28.5,2.25,0.5648854961832062,0.4351145038167939,2.25
2024,4,KC,58.0,32.0,26.0,2.0,65.25,36.5,28.75,2.25,0.5593869731800766,0.44061302681992337,2.25
2024,5,KC,80.0,41.0,39.0,2.0,60.0,32.25,27.75,2.25,0.5375,0.4625,2.25
2024,7,KC,68.0,29.0,39.0,4.0,67.5,35.0,32.5,2.0,0.5185185185185185,0.48148148148148145,2.0
2024,8,KC,68.0,39.0,29.0,3.0,69.5,35.25,34.25,2.5,0.5071942446043165,0.49280575539568344,2.5
2024,9,KC,83.0,48.0,35.0,4.0,68.5,35.25,33.25,2.75,0.5145985401459854,0.4854014598540146,2.75
2024,10,KC,65.0,46.0,19.0,1.0,74.75,39.25,35.5,3.25,0.5250836120401338,0.47491638795986624,3.25
2024,11,KC,52.0,35.0,17.0,3.0,71.0,40.5,30.5,3.0,0.5704225352112676,0.4295774647887324,3.0
2024,12,KC,68.0,42.0,26.0,3.0,67.0,42.0,25.0,2.75,0.6268656716417911,0.373134328358209,2.75
2024,13,KC,67.0,51.0,16.0,1.0,67.0,42.75,24.25,2.75,0.6380597014925373,0.3619402985074627,2.75
2024,14,KC,65.0,40.0,25.0,1.0,63.0,43.5,19.5,2.0,0.6904761904761905,0.30952380952380953,2.0
2024,15,KC,75.0,40.0,35.0,3.0,63.0,42.0,21.0,2.0,0.6666666666666666,0.3333333333333333,2.0
2024,16,KC,70.0,42.0,28.0,3.0,68.75,43.25,25.5,2.0,0.6290909090909091,0.3709090909090909,2.0
2024,17,KC,59.0,39.0,20.0,4.0,69.25,43.25,26.0,2.0,0.6245487364620939,0.37545126353790614,2.0
2024,18,KC,33.0,22.0,11.0,0.0,67.25,40.25,27.0,2.75,0.5985130111524164,0.40148698884758366,2.75
2024,20,KC,50.0,28.0,22.0,2.0,59.25,35.75,23.5,2.5,0.6033755274261603,0.39662447257383965,2.5
2024,21,KC,64.0,29.0,35.0,4.0,53.0,32.75,20.25,2.25,0.6179245283018868,0.38207547169811323,2.25
2024,22,KC,52.0,41.0,11.0,4.0,51.5,29.5,22.0,2.5,0.5728155339805825,0.42718446601941745,2.5
2023,1,LA,78.0,38.0,40.0,3.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,LA,78.0,56.0,22.0,2.0,78.0,38.0,40.0,3.0,0.48717948717948717,0.5128205128205128,3.0
2023,3,LA,52.0,39.0,13.0,1.0,78.0,47.0,31.0,2.5,0.6025641025641025,0.3974358974358974,2.5
2023,4,LA,78.0,42.0,36.0,3.0,69.33333333333333,44.333333333333336,25.0,2.0,0.6394230769230769,0.360576923076923,2.0
2023,5,LA,55.0,41.0,14.0,2.0,71.5,43.75,27.75,2.25,0.6118881118881119,0.3881118881118881,2.25
2023,6,LA,55.0,27.0,28.0,2.0,65.75,44.5,21.25,2.0,0.6768060836501901,0.3231939163498099,2.0
2023,7,LA,63.0,32.0,31.0,2.0,60.0,37.25,22.75,2.0,0.6208333333333333,0.37916666666666665,2.0
2023,8,LA,60.0,36.0,24.0,3.0,62.75,35.5,27.25,2.25,0.5657370517928287,0.4342629482071713,2.25
2023,9,LA,55.0,29.0,26.0,0.0,58.25,34.0,24.25,2.25,0.5836909871244635,0.41630901287553645,2.25
2023,11,LA,59.0,32.0,27.0,2.0,58.25,31.0,27.25,1.75,0.5321888412017167,0.4678111587982833,1.75
2023,12,LA,66.0,33.0,33.0,5.0,59.25,32.25,27.0,1.75,0.5443037974683544,0.45569620253164556,1.75
2023,13,LA,62.0,37.0,25.0,4.0,60.0,32.5,27.5,2.5,0.5416666666666666,0.4583333333333333,2.5
2023,14,LA,74.0,44.0,30.0,4.0,60.5,32.75,27.75,2.75,0.5413223140495868,0.45867768595041325,2.75
2023,15,LA,74.0,36.0,38.0,3.0,65.25,36.5,28.75,3.75,0.5593869731800766,0.44061302681992337,3.75
2023,16,LA,67.0,35.0,32.0,3.0,69.0,37.5,31.5,4.0,0.5434782608695652,0.45652173913043476,4.0
2023,17,LA,61.0,38.0,23.0,5.0,69.25,38.0,31.25,3.5,0.5487364620938628,0.45126353790613716,3.5
2023,18,LA,63.0,27.0,36.0,3.0,69.0,38.25,30.75,3.75,0.5543478260869565,0.44565217391304346,3.75
2023,19,LA,55.0,38.0,17.0,2.0,66.25,34.0,32.25,3.5,0.5132075471698113,0.4867924528301887,3.5
2024,1,LA,74.0,51.0,23.0,2.0,61.5,34.5,27.0,3.25,0.5609756097560976,0.43902439024390244,3.25
2024,2,LA,52.0,32.0,20.0,1.0,63.25,38.5,24.75,3.0,0.6086956521739131,0.391304347826087,3.0
2024,3,LA,55.0,29.0,26.0,3.0,61.0,37.0,24.0,2.0,0.6065573770491803,0.39344262295081966,2.0
2024,4,LA,59.0,33.0,26.0,1.0,59.0,37.5,21.5,2.0,0.635593220338983,0.3644067796610169,2.0
2024,5,LA,77.0,48.0,29.0,2.0,60.0,36.25,23.75,1.75,0.6041666666666666,0.3958333333333333,1.75
2024,7,LA,52.0,24.0,28.0,2.0,60.75,35.5,25.25,1.75,0.5843621399176955,0.4156378600823045,1.75
2024,8,LA,66.0,34.0,32.0,4.0,60.75,33.5,27.25,2.0,0.551440329218107,0.448559670781893,2.0
2024,9,LA,68.0,44.0,24.0,2.0,63.5,34.75,28.75,2.25,0.547244094488189,0.452755905511811,2.25
2024,10,LA,68.0,50.0,18.0,0.0,65.75,37.5,28.25,2.5,0.5703422053231939,0.4296577946768061,2.5
2024,11,LA,51.0,27.0,24.0,4.0,63.5,38.0,25.5,2.0,0.5984251968503937,0.4015748031496063,2.0
2024,12,LA,60.0,42.0,18.0,3.0,63.25,38.75,24.5,2.5,0.6126482213438735,0.38735177865612647,2.5
2024,13,LA,55.0,26.0,29.0,3.0,61.75,40.75,21.0,2.25,0.659919028340081,0.340080971659919,2.25
2024,14,LA,72.0,30.0,42.0,5.0,58.5,36.25,22.25,2.5,0.6196581196581197,0.3803418803418803,2.5
2024,15,LA,65.0,27.0,38.0,0.0,59.5,31.25,28.25,3.75,0.5252100840336135,0.47478991596638653,3.75
2024,16,LA,50.0,19.0,31.0,2.0,63.0,31.25,31.75,2.75,0.49603174603174605,0.503968253968254,2.75
2024,17,LA,54.0,32.0,22.0,1.0,60.5,25.5,35.0,2.5,0.4214876033057851,0.5785123966942148,2.5
2024,18,LA,66.0,45.0,21.0,2.0,60.25,27.0,33.25,2.0,0.44813278008298757,0.5518672199170125,2.0
2024,19,LA,51.0,29.0,22.0,2.0,58.75,30.75,28.0,1.25,0.5234042553191489,0.4765957446808511,1.25
2024,20,LA,70.0,49.0,21.0,2.0,55.25,31.25,24.0,1.75,0.5656108597285068,0.4343891402714932,1.75
2023,1,LAC,76.0,36.0,40.0,4.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,LAC,66.0,45.0,21.0,2.0,76.0,36.0,40.0,4.0,0.47368421052631576,0.5263157894736842,4.0
2023,3,LAC,64.0,49.0,15.0,4.0,71.0,40.5,30.5,3.0,0.5704225352112676,0.4295774647887324,3.0
2023,4,LAC,63.0,26.0,37.0,3.0,68.66666666666667,43.333333333333336,25.333333333333332,3.3333333333333335,0.6310679611650485,0.3689320388349514,3.3333333333333335
2023,6,LAC,61.0,38.0,23.0,2.0,67.25,39.0,28.25,3.25,0.5799256505576208,0.4200743494423792,3.25
2023,7,LAC,61.0,35.0,26.0,2.0,63.5,39.5,24.0,2.75,0.6220472440944882,0.3779527559055118,2.75
2023,8,LAC,65.0,40.0,25.0,3.0,62.25,37.0,25.25,2.75,0.5943775100401606,0.40562248995983935,2.75
2023,9,LAC,56.0,35.0,21.0,2.0,62.5,34.75,27.75,2.5,0.556,0.444,2.5
2023,10,LAC,68.0,40.0,28.0,5.0,60.75,37.0,23.75,2.25,0.6090534979423868,0.39094650205761317,2.25
2023,11,LAC,62.0,38.0,24.0,2.0,62.5,37.5,25.0,3.0,0.6,0.4,3.0
2023,12,LAC,66.0,47.0,19.0,1.0,62.75,38.25,24.5,3.0,0.6095617529880478,0.3904382470119522,3.0
2023,13,LAC,61.0,37.0,24.0,0.0,63.0,40.0,23.0,2.5,0.6349206349206349,0.36507936507936506,2.5
2023,14,LAC,67.0,48.0,19.0,1.0,64.25,40.5,23.75,2.0,0.6303501945525292,0.36964980544747084,2.0
2023,15,LAC,63.0,35.0,28.0,5.0,64.0,42.5,21.5,1.0,0.6640625,0.3359375,1.0
2023,16,LAC,65.0,38.0,27.0,1.0,64.25,41.75,22.5,1.75,0.6498054474708171,0.35019455252918286,1.75
2023,17,LAC,63.0,39.0,24.0,0.0,64.0,39.5,24.5,1.75,0.6171875,0.3828125,1.75
2023,18,LAC,80.0,50.0,30.0,1.0,64.5,40.0,24.5,1.75,0.6201550387596899,0.3798449612403101,1.75
2024,1,LAC,55.0,27.0,28.0,2.0,67.75,40.5,27.25,1.75,0.5977859778597786,0.4022140221402214,1.75
2024,2,LAC,65.0,21.0,44.0,3.0,65.75,38.5,27.25,1.0,0.5855513307984791,0.4144486692015209,1.0
2024,3,LAC,45.0,25.0,20.0,1.0,65.75,34.25,31.5,1.5,0.5209125475285171,0.4790874524714829,1.5
2024,4,LAC,53.0,29.0,24.0,1.0,61.25,30.75,30.5,1.75,0.5020408163265306,0.49795918367346936,1.75
2024,6,LAC,75.0,37.0,38.0,2.0,54.5,25.5,29.0,1.75,0.46788990825688076,0.5321100917431193,1.75
2024,7,LAC,64.0,42.0,22.0,0.0,59.5,28.0,31.5,1.75,0.47058823529411764,0.5294117647058824,1.75
2024,8,LAC,64.0,35.0,29.0,3.0,59.25,33.25,26.0,1.0,0.5611814345991561,0.4388185654008439,1.0
2024,9,LAC,56.0,33.0,23.0,4.0,64.0,35.75,28.25,1.5,0.55859375,0.44140625,1.5
2024,10,LAC,57.0,18.0,39.0,3.0,64.75,36.75,28.0,2.25,0.5675675675675675,0.43243243243243246,2.25
2024,11,LAC,63.0,38.0,25.0,4.0,60.25,32.0,28.25,2.5,0.5311203319502075,0.46887966804979253,2.5
2024,12,LAC,60.0,40.0,20.0,2.0,60.0,31.0,29.0,3.5,0.5166666666666667,0.48333333333333334,3.5
2024,13,LAC,47.0,30.0,17.0,0.0,59.0,32.25,26.75,3.25,0.5466101694915254,0.4533898305084746,3.25
2024,14,LAC,57.0,33.0,24.0,2.0,56.75,31.5,25.25,2.25,0.5550660792951542,0.44493392070484583,2.25
2024,15,LAC,48.0,37.0,11.0,2.0,56.75,35.25,21.5,2.0,0.6211453744493393,0.3788546255506608,2.0
2024,16,LAC,63.0,34.0,29.0,4.0,53.0,35.0,18.0,1.5,0.660377358490566,0.33962264150943394,1.5
2024,17,LAC,77.0,40.0,37.0,4.0,53.75,33.5,20.25,2.0,0.6232558139534884,0.3767441860465116,2.0
2024,18,LAC,73.0,38.0,35.0,3.0,61.25,36.0,25.25,3.0,0.5877551020408164,0.4122448979591837,3.0
2024,19,LAC,54.0,36.0,18.0,2.0,65.25,37.25,28.0,3.25,0.5708812260536399,0.42911877394636017,3.25
2023,1,LV,55.0,26.0,29.0,2.0,62.0,34.0,27.0,2.4,0.5573770491803278,0.4426229508196721,2.4
2023,2,LV,39.0,24.0,15.0,1.0,55.0,26.0,29.0,2.0,0.4727272727272727,0.5272727272727272,2.0
2023,3,LV,68.0,49.0,19.0,2.0,47.0,25.0,22.0,1.5,0.5319148936170213,0.46808510638297873,1.5
2023,4,LV,69.0,46.0,23.0,2.0,54.0,33.0,21.0,1.6666666666666667,0.6111111111111112,0.3888888888888889,1.6666666666666667
2023,5,LV,64.0,35.0,29.0,2.0,57.75,36.25,21.5,1.75,0.6277056277056277,0.3722943722943723,1.75
2023,6,LV,65.0,32.0,33.0,1.0,60.0,38.5,21.5,1.75,0.6416666666666667,0.35833333333333334,1.75
2023,7,LV,61.0,47.0,14.0,2.0,66.5,40.5,26.0,1.75,0.6090225563909775,0.39097744360902253,1.75
2023,8,LV,45.0,27.0,18.0,1.0,64.75,40.0,24.75,1.75,0.6177606177606177,0.38223938223938225,1.75
2023,9,LV,59.0,25.0,34.0,3.0,58.75,35.25,23.5,1.5,0.6,0.4,1.5
2023,10,LV,62.0,30.0,32.0,1.0,57.5,32.75,24.75,1.75,0.5695652173913044,0.43043478260869567,1.75
2023,11,LV,59.0,43.0,16.0,1.0,56.75,32.25,24.5,1.75,0.5682819383259912,0.43171806167400884,1.75
2023,12,LV,58.0,35.0,23.0,2.0,56.25,31.25,25.0,1.5,0.5555555555555556,0.4444444444444444,1.5
2023,14,LV,53.0,36.0,17.0,0.0,59.5,33.25,26.25,1.75,0.5588235294117647,0.4411764705882353,1.75
2023,15,LV,63.0,37.0,26.0,7.0,58.0,36.0,22.0,1.0,0.6206896551724138,0.3793103448275862,1.0
