projection_mode,season,week,team,opponent_team,player_id,player_name,position,projected_carries,projected_yards_per_carry,projected_rushing_yards_raw,calibration_bucket,calibration_multiplier,projected_rushing_yards_calibrated,projected_rushing_yards,is_prop_candidate,overall_rank,team_rank,position_rank,confidence_score,confidence_bucket,quality_flags,usage_status,leakage_status
historical_test,2025,1,SEA,LA,00-0038636,K.McIntosh,RB,4.032075548777167,5.098313803026201,20.556786425175073,15-25,1.058376776203558,21.75682534578186,21.75682534578186,True,126,3,113,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,BUF,KC,00-0035537,Ty.Johnson,RB,4.298277894818222,4.696014680070392,20.18477609308843,15-25,1.058376776203558,21.363098249793584,21.363098249793584,True,127,7,114,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYG,PHI,00-0037410,J.Corbin,RB,5.838650888755742,3.4468475502635174,20.124939512751638,15-25,1.058376776203558,21.299768602797684,21.299768602797684,True,128,6,115,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,GB,IND,00-0039811,M.Lloyd,RB,6.418439185140803,3.1168621901229745,20.005390415769085,15-25,1.058376776203558,21.173240614935242,21.173240614935242,True,129,6,116,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,CIN,00-0033537,D.Watson,QB,4.186198157877187,4.7266601794311605,19.786736136046176,15-25,1.058376776203558,20.941822003259,20.941822003259,True,130,5,14,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,KC,PHI,00-0033873,P.Mahomes,QB,4.122047396358004,4.7807832725935695,19.706615241346224,15-25,1.058376776203558,20.85702390901992,20.85702390901992,True,131,5,15,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,CIN,00-0032436,J.Driskel,QB,4.377275792312879,4.489399147531968,19.651338210521757,15-25,1.058376776203558,20.798519983337815,20.798519983337815,True,132,6,16,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,GB,CHI,00-0038128,M.Willis,QB,3.3236752641042933,5.895052935514919,19.593241622356338,15-25,1.058376776203558,20.737031903646873,20.737031903646873,True,133,7,17,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DET,WAS,00-0035567,C.Reynolds,RB,4.434139668232591,4.377876330644407,19.412115100326904,15-25,1.058376776203558,20.5453317991764,20.5453317991764,True,134,5,117,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LA,MIN,00-0037557,R.Rivers,RB,4.586506412031559,4.224695523456308,19.37659310721338,15-25,1.058376776203558,20.507736146620584,20.507736146620584,True,135,5,118,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIN,LA,00-0037276,T.Chandler,RB,5.059299400194567,3.809267253414114,19.27222353037883,15-25,1.058376776203558,20.3972738103567,20.3972738103567,True,136,3,119,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,HOU,NYJ,00-0036096,J.Taylor,RB,4.418439185140803,4.351862190122975,19.22843842917203,15-25,1.058376776203558,20.350932676095702,20.350932676095702,True,137,3,120,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYJ,MIA,00-0039798,I.Davis,RB,3.649208415910033,5.261862190122974,19.201631787555556,15-25,1.058376776203558,20.322561149160812,20.322561149160812,True,138,5,121,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
