projection_mode,season,week,team,opponent_team,player_id,player_name,position,projected_pass_attempts_calibrated,projected_yards_per_attempt,projected_passing_yards_raw,calibration_bucket,calibration_multiplier,projected_passing_yards_calibrated,projected_passing_yards,is_prop_candidate,overall_rank,team_rank,position_rank,confidence_score,confidence_bucket,quality_flags,usage_status,leakage_status
historical_test,2025,1,PIT,BAL,00-0029263,R.Wilson,QB,20.483068037499482,7.287993347840551,149.28046360066165,0-150,0.9596007901016658,143.24965081793786,143.24965081793786,True,11,1,11,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,SF,DET,00-0037834,B.Purdy,QB,17.714702379580412,8.174843175446629,144.8149138527811,0-150,0.9596007901016658,138.9645057516334,138.9645057516334,True,12,1,12,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,IND,JAX,00-0026158,J.Flacco,QB,20.0851524439257,7.180717404285666,144.22580372182804,0-150,0.9596007901016658,138.39919520451394,138.39919520451394,True,13,1,13,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,BUF,KC,00-0034857,J.Allen,QB,18.303689975666472,7.454019246552296,136.43605736154421,0-150,0.9596007901016658,130.92414844249402,130.92414844249402,True,14,1,14,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIA,SF,00-0036212,T.Tagovailoa,QB,17.089306221975004,7.306926425358904,124.8703032243995,0-150,0.9596007901016658,119.82564163436835,119.82564163436835,True,15,1,15,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIN,GB,00-0038598,J.Hall,QB,15.832827638512871,7.469274668815796,118.2597384160708,0-150,0.9596007901016658,113.48213842127785,113.48213842127785,True,16,2,16,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LAC,HOU,00-0036355,J.Herbert,QB,15.959757275724208,7.381105076785971,117.8006454521198,0-150,0.9596007901016658,113.04159245034036,113.04159245034036,True,17,1,17,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NO,NYG,00-0031280,D.Carr,QB,15.93204170902733,7.381271659376004,117.59872794283987,0-150,0.9596007901016658,112.84783224889998,112.84783224889998,True,18,1,18,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,GB,PHI,00-0036264,J.Love,QB,15.478499690106196,7.525985991035744,116.49097182999033,0-150,0.9596007901016658,111.78482860776961,111.78482860776961,True,19,1,19,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,GB,MIN,00-0038391,S.Clifford,QB,10.50808014786257,11.0,115.58888162648827,0-150,0.9596007901016658,110.91918213574607,110.91918213574607,True,20,2,20,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DAL,ATL,00-0033077,D.Prescott,QB,16.07272755559053,7.098128204717259,114.08628078907341,0-150,0.9596007901016658,109.47728518495533,109.47728518495533,True,21,1,21,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,HOU,KC,00-0039163,C.Stroud,QB,15.225218706787484,7.29713945222592,111.10054409406705,0-150,0.9596007901016658,106.6121698933917,106.6121698933917,True,22,1,22,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,SF,ARI,00-0033949,J.Dobbs,QB,15.715498065836412,7.019966761428339,110.32227406146296,0-150,0.9596007901016658,105.86534135519237,105.86534135519237,True,23,2,23,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LA,SEA,00-0031345,J.Garoppolo,QB,14.530383252202911,7.578225729144052,110.11452421616792,0-150,0.9596007901016658,105.66598443950375,105.66598443950375,True,24,1,24,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LAC,KC,00-0035282,E.Stick,QB,15.956821012900333,6.895826392953728,110.03546748839675,0-150,0.9596007901016658,105.59012154107168,105.59012154107168,True,25,2,25,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NO,TB,00-0039376,S.Rattler,QB,17.6774398090597,6.164538767838348,108.97326301907744,0-150,0.9596007901016658,104.57082929306334,104.57082929306334,True,26,2,26,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CAR,ATL,00-0039150,B.Young,QB,16.7744366655444,6.362991343088218,106.73559528804061,0-150,0.9596007901016658,102.42356157037541,102.42356157037541,True,27,1,27,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CAR,WAS,00-0027973,A.Dalton,QB,15.975563334455602,6.451415880344385,103.06500299335437,0-150,0.9596007901016658,98.9012583042534,98.9012583042534,False,28,2,28,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,ATL,LV,00-0029604,K.Cousins,QB,13.215786926153182,7.511490506256548,99.27025802850903,0-150,0.9596007901016658,95.2598180377535,95.2598180377535,False,29,1,29,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LA,PHI,00-0026498,M.Stafford,QB,13.542971124550986,7.303235767667928,98.90751111731471,0-150,0.9596007901016658,94.91172581516449,94.91172581516449,False,30,2,30,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,KC,PHI,00-0033873,P.Mahomes,QB,14.081298687677837,6.99024870726009,98.4317799480832,0-150,0.9596007901016658,94.45521380929394,94.45521380929394,False,31,1,31,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,JAX,HOU,00-0036971,T.Lawrence,QB,13.72314984283202,7.145621103460822,98.06042912289556,0-150,0.9596007901016658,94.09886526403898,94.09886526403898,False,32,1,32,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,IND,TEN,00-0039164,A.Richardson,QB,13.9148475560743,6.930809460243342,96.4411570794837,0-150,0.9596007901016658,92.54501053179142,92.54501053179142,False,33,2,33,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,HOU,CLE,00-0028986,C.Keenum,QB,13.634624994980301,6.596444480136551,89.94004678686966,0-150,0.9596007901016658,86.3065399584609,86.3065399584609,False,34,2,34,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,PIT,BAL,00-0036945,J.Fields,QB,12.968517537484658,6.920402965369213,89.74736722285148,0-150,0.9596007901016658,86.12164449659262,86.12164449659262,False,35,2,35,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NE,BUF,00-0039398,J.Milton,QB,11.260324517071098,7.938359094517114,89.38849953730538,0-150,0.9596007901016658,85.77727478200063,85.77727478200063,False,36,1,36,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,WAS,DET,00-0032268,M.Mariota,QB,11.463415513772421,7.794387728775291,89.35030521040007,0-150,0.9596007901016658,85.74062347572489,85.74062347572489,False,37,2,37,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,JAX,IND,00-0036972,M.Jones,QB,12.647552184817664,6.547924561541516,82.81521759434564,0-150,0.9596007901016658,79.46954823597545,79.46954823597545,False,38,2,38,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,TEN,HOU,00-0034771,M.Rudolph,QB,11.804658031146175,6.985386892548952,82.46010348179121,0-150,0.9596007901016658,79.12878045299196,79.12878045299196,False,39,1,39,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,TEN,JAX,00-0029701,R.Tannehill,QB,11.657910821482671,7.057100755772318,82.27105126901164,0-150,0.9596007901016658,78.94736580023822,78.94736580023822,False,40,2,40,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,PHI,KC,00-0036389,J.Hurts,QB,10.78204503206964,7.597109944863579,81.91238153910321,0-150,0.9596007901016658,78.60318604403254,78.60318604403254,False,41,1,41,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CIN,CLE,00-0031288,A.McCarron,QB,13.425075633484344,6.089274668815795,81.74897298191237,0-150,0.9596007901016658,78.44637906344285,78.44637906344285,False,42,2,42,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYJ,MIA,00-0023459,A.Rodgers,QB,11.849935622872351,6.788757335860089,80.44633738924446,0-150,0.9596007901016658,77.19636891950417,77.19636891950417,False,43,1,43,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,TEN,HOU,00-0039152,W.Levis,QB,11.03743114737115,7.003632235152276,77.30210857700236,0-150,0.9596007901016658,74.17916446701622,74.17916446701622,False,44,3,44,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIA,NYJ,00-0035993,T.Huntley,QB,11.867893013994939,6.435527268501772,76.37614911122611,0-150,0.9596007901016658,73.29061303205522,73.29061303205522,False,45,2,45,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIN,ATL,00-0033319,N.Mullens,QB,6.917725141879593,11.0,76.09497656067552,0-150,0.9596007901016658,73.02079963039196,73.02079963039196,False,46,3,46,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LV,DEN,00-0035289,G.Minshew,QB,11.249242000809348,6.7567616210102965,76.00844661652567,0-150,0.9596007901016658,72.93776542761832,72.93776542761832,False,47,1,47,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,JAX,CAR,00-0033936,C.Beathard,QB,10.37929797235031,6.924746366929004,71.87400592530639,0-150,0.9596007901016658,68.97035287369582,68.97035287369582,False,48,3,48,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYJ,MIA,00-0037013,Z.Wilson,QB,10.440096927211908,6.80063336446797,70.99927149147683,0-150,0.9596007901016658,68.13095701986384,68.13095701986384,False,49,2,49,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,PHI,NYG,00-0038400,T.McKee,QB,9.827131261431852,7.145562159651215,70.22037727961295,0-150,0.9596007901016658,67.38352951875365,67.38352951875365,False,50,2,50,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NE,BUF,00-0039851,D.Maye,QB,10.266286985713407,6.834727182662391,70.16727072626857,0-150,0.9596007901016658,67.33256842820481,67.33256842820481,False,51,2,51,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LV,LAC,00-0038579,A.O'Connell,QB,10.366199787475237,6.735366510835922,69.82015489319517,0-150,0.9596007901016658,66.99947580053076,66.99947580053076,False,52,2,52,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DAL,PHI,00-0033662,C.Rush,QB,10.929367213252776,6.312308452180639,68.98953703720146,0-150,0.9596007901016658,66.20241424964665,66.20241424964665,False,53,2,53,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYG,CAR,00-0035710,D.Jones,QB,10.849484054321673,6.333102543204733,68.71089505688379,0-150,0.9596007901016658,65.93502918517832,65.93502918517832,False,54,1,54,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LA,GB,00-0034955,B.Rypien,QB,10.6766456232461,6.307169405657902,67.33941262998916,0-150,0.9596007901016658,64.61895356471969,64.61895356471969,False,55,3,55,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,KC,LAC,00-0027948,B.Gabbert,QB,10.269863348574718,6.534988954530082,67.1134435474691,0-150,0.9596007901016658,64.4021134545949,64.4021134545949,False,56,2,56,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,SEA,GB,00-0037077,S.Howell,QB,14.232634926795647,4.709387911464186,67.02699887253439,0-150,0.9596007901016658,64.31916107622746,64.31916107622746,False,57,2,57,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYJ,NE,00-0032156,T.Siemian,QB,10.432888976061305,6.368882511953052,66.44584414878463,0-150,0.9596007901016658,63.76148454414588,63.76148454414588,False,58,3,58,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,ATL,CAR,00-0039917,M.Penix,QB,8.994719012365946,7.287784381873436,65.5515727376606,0-150,0.9596007901016658,62.90334099146593,62.90334099146593,False,59,2,59,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LV,CHI,00-0026625,B.Hoyer,QB,9.693944864933593,6.599274668815797,63.97300478805323,0-150,0.9596007901016658,61.38854593979353,61.38854593979353,False,60,3,60,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,ATL,NO,00-0034438,L.Woodside,QB,8.53949406148087,6.974274668815797,59.556777117488956,0-150,0.9596007901016658,57.15073037785121,57.15073037785121,False,61,3,61,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,GB,CHI,00-0038128,M.Willis,QB,6.0134201620312355,9.368073145213048,56.33415993080751,0-150,0.9596007901016658,54.05830437931649,54.05830437931649,False,62,3,62,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIA,SEA,00-0037327,S.Thompson,QB,9.042800764030057,6.087784381873437,55.050621259655365,0-150,0.9596007901016658,52.82661965635285,52.82661965635285,False,63,3,63,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYG,PHI,00-0035704,D.Lock,QB,8.531754467559557,6.372015236543055,54.36446946173377,0-150,0.9596007901016658,52.168187848937606,52.168187848937606,False,64,2,64,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NE,LAC,00-0033119,J.Brissett,QB,8.973388497215495,5.885248149989378,52.81061805237346,0-150,0.9596007901016658,50.67711080881486,50.67711080881486,False,65,3,65,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CIN,CLE,00-0035100,J.Browning,QB,7.107860334830466,7.339398125605919,52.16741681852338,0-150,0.9596007901016658,50.05989439661796,50.05989439661796,False,66,3,66,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DEN,KC,00-0035264,J.Stidham,QB,7.184265364278624,7.20382012336125,51.7541554027576,0-150,0.9596007901016658,49.663328415530586,49.663328415530586,False,67,2,67,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,SF,CHI,00-0032434,B.Allen,QB,7.56979955458317,6.764451048540103,51.20553853423853,0-150,0.9596007901016658,49.136875235036584,49.136875235036584,False,68,3,68,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CHI,MIN,00-0038416,T.Bagent,QB,8.014837409414751,6.12111771520677,49.05976325127057,0-150,0.9596007901016658,47.0777875781199,47.0777875781199,False,69,2,69,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LV,LAC,00-0038122,D.Ridder,QB,7.690613346781814,6.3656295918390295,48.95559589966651,0-150,0.9596007901016658,46.97782850521786,46.97782850521786,False,70,4,70,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,CIN,00-0032436,J.Driskel,QB,7.089095476117078,6.864659284200412,48.66422507671024,0-150,0.9596007901016658,46.69822883329644,46.69822883329644,False,71,1,71,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_QB_ATTEMPT_SAMPLE|LOW_PASSING_YARDS_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NYG,BAL,00-0038476,T.DeVito,QB,7.501248764108794,6.2926164867055405,47.20248164391056,0-150,0.9596007901016658,45.295538680255945,45.295538680255945,False,72,3,72,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,CIN,00-0033537,D.Watson,QB,7.749957360007279,6.001307207024169,46.50987495874169,0-150,0.9596007901016658,44.630912757938205,44.630912757938205,False,73,2,73,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,DEN,00-0033275,P.Walker,QB,6.795948091040854,6.770896290437419,46.01465971963378,0-150,0.9596007901016658,44.155703823219866,44.155703823219866,False,74,3,74,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,KC,00-0031503,J.Winston,QB,6.45155702982243,7.073339762326777,45.63405486796183,0-150,0.9596007901016658,43.79047510683894,43.79047510683894,False,75,4,75,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
