player_id,player_name,player_display_name,position,position_group,headshot_url,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,fantasy_points,fantasy_points_ppr,air_yards,player_week_targets,player_week_receptions,player_week_catch_rate,player_week_adot,player_week_target_share,current_season_games_entering,career_targets_entering,player_week_target_share_last_4,player_week_target_share_last_8,player_week_catch_rate_last_4,player_week_catch_rate_last_8,player_week_adot_last_4,player_week_adot_last_8,targets_last_4,targets_last_8,receptions_last_4,receptions_last_8,prior_targets,prior_season_catch_rate,sample_tier,route_position_factor,estimated_routes,route_proxy_status,position_avg_catch_rate,base_catch_rate_blend,projected_catch_rate,projected_target_share,projected_team_plays,projected_team_pass_attempts,projected_team_rush_attempts,projected_pass_rate,projected_rush_rate,projected_team_tds_placeholder,opponent_receptions_allowed_adjustment,opponent_adjustment_status,quality_flags,confidence_score,confidence_bucket,player_history_seasons,history_depth_bucket,history_start_season,history_end_season,max_training_season,max_training_week,target_season,target_week,projection_mode,leakage_check,leakage_status,career_carries_entering,career_rushing_yards_entering,career_games_entering_rush,career_ypc_entering,career_carries_per_game_entering,carries_last_4,rushing_yards_last_4,rush_games_last_4,recent_carries_per_game,recent_ypc_last_4,prior_carries,prior_season_ypc,prior_season_carries_per_game,position_avg_ypc,position_avg_carries_per_game,projected_carries,projected_yards_per_carry,rushing_yards_sample_flag,current_team_verified,team_verify_flag,team_source,team_context_note,projected_rushing_yards_raw,calibration_bucket,calibration_multiplier,projected_rushing_yards_calibrated,projected_rushing_yards,is_prop_candidate,usage_status,overall_rank,team_rank,position_rank,actual_rushing_yards,scoreable
00-0036322,J.Jefferson,Justin Jefferson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f0ccavu3ppzcs51e1cuv",2024,5,REG,,MIN,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,6.0,14.0,92.0,0,1,0,214,14,5,0.7315936583386247,0,0.4299065420560747,0.5,0.5059101654846335,1.1041371158392437,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.2,15.2,0.0,14.0,6.0,0.4285714285714285,0.0,0.5,4,129.0,0.2922081320450885,0.3019011068005959,0.6845238095238095,0.6744047619047618,0.0,0.0,7.25,9.125,5.0,6.25,100.0,0.68,CURRENT_BLEND,0.82,41.00019023733039,ROUTE_PROXY_UNVALIDATED,0.6253968253968254,0.6681587301587302,0.7641587301587301,0.2016596215780998,57.25,29.25,28.0,0.5109170305676856,0.4890829694323144,3.25,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,-12.0,14.0,-12.0,0.0714285714285714,0.0,0.0,4.0,0.0,,1.0,-12.0,0.1,5.568836712913554,0.1731977818853974,0.0630340639028254,1.5,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.0945510958542381,0-15,1.0217215566182265,0.0966048928361513,0.0945510958542381,False,HISTORICAL TEST ONLY,173,8,65,0,False
00-0036259,J.Jennings,Jauan Jennings,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cdx9mq3iglzog9mkqvdr",2024,5,REG,,SF,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1.0,4.0,13.0,0,0,0,39,8,1,0.4055177238042846,0,0.3333333333333333,0.125,0.1295681063122923,0.2781976744186046,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.3,2.3,0.0,4.0,1.0,0.25,0.0,0.125,4,73.0,0.2285735337459475,0.1699607100469169,0.7291666666666666,0.75625,0.0,0.0,6.75,5.25,5.25,4.125,46.0,0.6304347826086957,CURRENT_BLEND,0.82,41.22099525061319,ROUTE_PROXY_UNVALIDATED,0.6253968253968254,0.6686680469289165,0.7646680469289164,0.1698423224285293,65.5,33.25,32.25,0.5076335877862596,0.4923664122137404,2.25,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,-1.0,20.0,-1.0,0.05,0.0,0.0,4.0,0.0,,1.0,-1.0,0.0625,5.568836712913554,0.1731977818853974,0.0466947781885397,1.9559765208110995,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.09133388978126589,0-15,1.0217215566182265,0.09331780403931252,0.09133388978126589,False,HISTORICAL TEST ONLY,174,7,66,0,False
00-0036196,G.Davis,Gabe Davis,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rlmgjtfct5qjtbwcjqg6",2024,5,REG,,JAX,IND,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3.0,4.0,38.0,0,1,1,43,8,1,-1.1503265508217737,0,0.8837209302325582,0.1176470588235294,0.1911111111111111,0.3102483660130719,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.8000000000000005,4.800000000000001,0.0,4.0,3.0,0.75,0.0,0.1176470588235294,4,102.0,0.1774419081162502,0.1542002382874093,0.4904761904761905,0.4119047619047619,0.0,0.0,5.25,4.125,2.25,1.875,81.0,0.5555555555555556,CURRENT_BLEND,0.82,39.04972663929712,ROUTE_PROXY_UNVALIDATED,0.6253968253968254,0.546984126984127,0.629031746031746,0.1442765096136806,57.75,35.75,22.0,0.6190476190476191,0.3809523809523809,1.5,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,-2.0,20.0,-2.0,0.05,0.0,0.0,4.0,0.0,,1.0,-2.0,0.0625,5.568836712913554,0.1731977818853974,0.0466947781885397,1.5,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.07004216728280954,0-15,1.0217215566182265,0.07156359218510638,0.07004216728280954,False,HISTORICAL TEST ONLY,175,8,67,0,False
00-0032764,D.Henry,Derrick Henry,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jxtikemnvpkw9r0ex2wv",2024,6,REG,,BAL,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,24,132,2,0,0,6,1.767969545093365,0,0.0,0.0,0.0,0,0,0,0,0,0,,0,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,25.200000000000003,25.200000000000003,0.0,0.0,0.0,,,0.0,5,44.0,0.0724954104379753,0.0524977052189876,1.0,0.7142857142857143,0.0,0.0,1.5,1.25,1.5,0.875,36.0,0.7777777777777778,CURRENT_BLEND,0.38,9.22112083497372,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8808314937454012,0.95,0.0592392485593682,63.5,28.5,35.0,0.4488188976377952,0.5511811023622047,4.0,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,375.0,1739.0,22.0,4.637333333333333,17.045454545454547,82.0,526.0,4.0,20.5,6.414634146341464,280.0,4.167857142857143,16.470588235294116,4.262463400351357,7.673756740563212,17.288899738227446,4.949976420621809,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",85.57964604272043,60+,1.0733277530543663,91.85500919422111,85.57964604272043,True,HISTORICAL TEST ONLY,1,1,1,132,True
00-0034844,S.Barkley,Saquon Barkley,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ern1nbhivkmwkg82c7v1",2024,6,REG,,PHI,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,18,47,0,0,0,1,-5.823276506154798,0,2.0,2.0,7.0,0,0,0,-8,15,0,-0.8767305536312051,0,-0.875,0.0833333333333333,-0.0321285140562249,0.1025100401606425,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.4,7.4,0.0,2.0,2.0,1.0,0.0,0.0833333333333333,4,75.0,0.1226053639846743,0.1234766701773547,0.825,0.7875,0.0,0.0,3.75,3.875,3.0,2.75,60.0,0.6833333333333333,CURRENT_BLEND,0.38,15.252686466470244,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.7777759381898455,0.8737759381898454,0.0842942253327177,66.75,36.25,30.5,0.5430711610486891,0.4569288389513108,2.5,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,320.0,1397.0,18.0,4.365625,17.77777777777778,73.0,435.0,4.0,18.25,5.958904109589041,247.0,3.8947368421052633,17.642857142857142,4.262463400351357,7.673756740563212,16.90904234072299,4.663323637666258,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",78.8523368377931,60+,1.0733277530543663,84.6344015211945,78.8523368377931,True,HISTORICAL TEST ONLY,2,1,2,47,True
00-0033553,J.Conner,James Conner,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g5yjordcmt76j0saytzb",2024,6,REG,,ARI,GB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,7,24,0,0,0,2,-1.753742646833416,0,4.0,5.0,22.0,0,1,1,-6,22,0,-4.059194562258199,0,-3.6666666666666665,0.15625,-0.03125,0.2125,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,2.6000000000000005,6.6000000000000005,0.0,5.0,4.0,0.8,0.0,0.15625,5,43.0,0.0556213394448688,0.0821052312472517,0.9166666666666666,0.9270833333333331,0.0,0.0,1.5,2.5,1.25,2.25,33.0,0.8181818181818182,CURRENT_BLEND,0.38,8.076983174437892,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.861639574553482,0.95,0.0508022130628149,57.75,28.5,29.25,0.4935064935064935,0.5064935064935064,2.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,291.0,1419.0,18.0,4.876288659793815,16.166666666666668,67.0,329.0,4.0,16.75,4.91044776119403,208.0,5.0,16.0,4.262463400351357,7.673756740563212,15.492375674056325,4.837761570369676,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",74.9484196696797,60+,1.0733277530543663,80.44421887903297,74.9484196696797,True,HISTORICAL TEST ONLY,3,1,3,24,True
00-0035700,J.Jacobs,Josh Jacobs,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/drtobqw2mk7yw3edjgwo",2024,6,REG,,GB,ARI,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,18,62,0,0,0,1,-4.320883132168092,0,3.0,3.0,28.0,0,0,0,0,28,3,2.012553248554468,0,0.0,0.0967741935483871,0.0,0.1451612903225806,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.0,12.0,0.0,3.0,3.0,1.0,0.0,0.0967741935483871,5,65.0,0.0509356725146199,0.0725342495966928,0.8888888888888888,0.8571428571428571,0.0,0.0,2.0,2.5,1.5,1.875,54.0,0.6851851851851852,CURRENT_BLEND,0.38,8.136092428186888,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8039796418935492,0.8999796418935492,0.0484593795976905,64.75,30.0,34.75,0.4633204633204633,0.5366795366795367,2.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,323.0,1207.0,18.0,3.736842105263158,17.944444444444443,74.0,318.0,4.0,18.5,4.297297297297297,233.0,3.4549356223175964,17.923076923076923,4.262463400351357,7.673756740563212,17.13211926379991,3.8851545881056833,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",66.56093176172598,60+,1.0733277530543663,71.44169532901836,66.56093176172598,True,HISTORICAL TEST ONLY,4,1,4,62,True
00-0035685,D.Montgomery,David Montgomery,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xeb6fq4zimgkksq7uari",2024,6,REG,,DET,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,12,80,2,0,0,5,5.63309955704608,0,1.0,1.0,0.0,0,0,0,-3,3,0,-0.6236299266456626,0,-0.0,0.037037037037037,-0.0112781954887218,0.0476608187134502,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,20.0,21.0,0.0,1.0,1.0,1.0,0.0,0.037037037037037,4,40.0,0.0750452997846245,0.0604851041047664,1.0,0.9642857142857144,0.0,0.0,2.25,2.0,2.25,1.875,31.0,0.7096774193548387,CURRENT_BLEND,0.38,10.945535016027888,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8569963682973725,0.95,0.0605141932326928,65.5,33.25,32.25,0.5076335877862596,0.4923664122137404,3.25,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,321.0,1469.0,21.0,4.576323987538941,15.285714285714286,63.0,271.0,4.0,15.75,4.301587301587301,258.0,4.6434108527131785,15.176470588235292,4.262463400351357,7.673756740563212,14.671997522795818,4.470304296486295,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",65.58829356419042,60+,1.0733277530543663,70.39773575792266,65.58829356419042,True,HISTORICAL TEST ONLY,5,1,5,80,True
00-0036555,C.Hubbard,Chuba Hubbard,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pjgml85ghq7oa48dctn7",2024,6,REG,,CAR,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,18,92,0,0,0,7,0.0829796702018939,0,5.0,6.0,11.0,0,1,0,-3,14,2,-2.22791571659036,0,-3.6666666666666665,0.1621621621621621,-0.0115830115830115,0.2351351351351351,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,10.3,15.3,0.0,6.0,5.0,0.8333333333333334,0.0,0.1621621621621621,5,62.0,0.1371637371637371,0.1065382977933381,0.95,0.9428571428571428,0.0,0.0,4.5,3.25,4.25,3.0,44.0,0.8863636363636364,CURRENT_BLEND,0.38,16.466639411847627,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8988365442504516,0.95,0.0915734119222491,61.25,37.0,24.25,0.6040816326530613,0.3959183673469387,2.0,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,306.0,1295.0,22.0,4.23202614379085,13.909090909090908,62.0,379.0,4.0,15.5,6.112903225806452,238.0,3.7899159663865545,14.0,4.262463400351357,7.673756740563212,13.953739310419955,4.646116294788103,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",64.83069558336747,60+,1.0733277530543663,69.58458481944744,64.83069558336747,True,HISTORICAL TEST ONLY,6,1,6,92,True
00-0033906,A.Kamara,Alvin Kamara,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uay6uo9lonegelngihki",2024,6,REG,,NO,TB,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,13,40,1,0,0,2,-2.5447278204389896,0,5.0,8.0,24.0,0,1,0,-12,34,2,-2.682849688048009,0,-2.0,0.2105263157894736,-0.0368098159509202,0.2900226025185663,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,12.4,17.4,0.0,8.0,5.0,0.625,0.0,0.2105263157894736,5,114.0,0.2076086956521739,0.1782703842406527,0.798611111111111,0.8784722222222222,0.0,0.0,5.75,5.125,4.5,4.375,86.0,0.872093023255814,CURRENT_BLEND,0.38,16.015195221699,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.833286274107158,0.929286274107158,0.1267958911664675,58.25,29.25,29.0,0.5021459227467812,0.4978540772532189,3.25,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,271.0,1082.0,18.0,3.992619926199262,15.055555555555555,76.0,305.0,4.0,19.0,4.0131578947368425,180.0,3.855555555555556,13.846153846153848,4.262463400351357,7.673756740563212,15.4718628535435,3.991285308158053,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",61.752618897184504,60+,1.0733277530543663,66.28079968613764,61.752618897184504,True,HISTORICAL TEST ONLY,7,1,7,40,True
00-0039139,J.Gibbs,Jahmyr Gibbs,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hjxk3judytgsxkqiilre",2024,6,REG,,DET,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,12,63,0,0,0,5,3.119775472616311,0,3.0,5.0,28.0,0,0,0,20,34,1,-0.5879069155845653,0,1.4,0.1851851851851851,0.075187969924812,0.3304093567251462,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,9.1,12.1,0.0,5.0,3.0,0.6,0.0,0.1851851851851851,4,98.0,0.0865902964959568,0.0972129374480257,0.8333333333333333,0.6944444444444443,0.0,0.0,3.25,3.5,2.75,2.75,85.0,0.7411764705882353,CURRENT_BLEND,0.38,11.757361177713626,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8013543695623946,0.8973543695623946,0.0662866915883589,65.5,33.25,32.25,0.5076335877862596,0.4923664122137404,3.25,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,265.0,1374.0,22.0,5.184905660377359,12.045454545454543,54.0,285.0,4.0,13.5,5.277777777777778,211.0,5.161137440758294,11.72222222222222,4.262463400351357,7.673756740563212,12.07697163365228,5.066082079726912,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",61.18292957061606,60+,1.0733277530543663,65.66933632131288,61.18292957061606,True,HISTORICAL TEST ONLY,8,2,8,63,True
00-0038134,K.Walker,Kenneth Walker III,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mnzsnemdzbey5hbahdhk",2024,6,REG,,SEA,SF,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,14,32,1,0,0,2,-3.027907011361094,0,8.0,8.0,37.0,0,0,0,-9,46,2,0.6116657042293809,0,-4.111111111111111,0.1666666666666666,-0.0199115044247787,0.2360619469026548,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,12.9,20.9,0.0,8.0,8.0,1.0,0.0,0.1666666666666666,3,53.0,0.1144823415578132,0.107429291909568,0.8354166666666667,0.8302083333333333,0.0,0.0,4.25,3.75,3.5,3.125,37.0,0.7837837837837838,CURRENT_BLEND,0.38,19.41450063197468,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8171002625141699,0.91310026251417,0.0802327141192871,65.75,47.75,18.0,0.7262357414448669,0.2737642585551331,2.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,256.0,1107.0,18.0,4.32421875,14.22222222222222,54.0,280.0,4.0,13.5,5.185185185185185,219.0,4.132420091324201,14.6,4.262463400351357,7.673756740563212,13.410709007389654,4.50611584757173,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",60.43020838537146,60+,1.0733277530543663,64.86141978287787,60.43020838537146,True,HISTORICAL TEST ONLY,9,1,9,32,True
00-0035261,T.Pollard,Tony Pollard,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dvpdczetkdhrqpm8izmd",2024,6,REG,,TEN,IND,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,17,93,1,0,0,5,4.010679652274121,0,3.0,3.0,-5.0,0,0,0,-12,7,0,-3.391986834583804,0,0.4166666666666667,0.1111111111111111,-0.048780487804878,0.132520325203252,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,14.8,17.8,0.0,3.0,3.0,1.0,0.0,0.1111111111111111,4,92.0,0.1497821350762527,0.1145790043973994,0.8333333333333333,0.8055555555555556,0.0,0.0,4.0,3.875,3.25,3.0,76.0,0.8157894736842105,CURRENT_BLEND,0.38,15.230876948125228,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8274689206459858,0.9234689206459856,0.0978826108785069,59.0,32.75,26.25,0.5550847457627118,0.4449152542372881,2.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,328.0,1307.0,22.0,3.984756097560976,14.909090909090908,61.0,246.0,4.0,15.25,4.032786885245901,267.0,3.9737827715355807,14.833333333333334,4.262463400351357,7.673756740563212,14.295405977086626,4.036980765176122,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",57.71027895988248,40-60,1.024818045751556,59.14253530344391,57.71027895988248,True,HISTORICAL TEST ONLY,10,1,10,93,True
00-0036275,D.Swift,D'Andre Swift,RB,RB,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo",2024,6,REG,,CHI,JAX,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,17,91,1,1,0,5,0.8299236022285186,0,4.0,4.0,28.0,0,0,0,-14,42,1,0.192585572542157,0,-2.0,0.1538461538461538,-0.1320754716981132,0.1383164005805515,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,17.9,21.9,0.0,4.0,4.0,1.0,0.0,0.1538461538461538,5,72.0,0.1550006366182836,0.1028704457454237,0.825,0.7571428571428571,0.0,0.0,4.5,3.0,3.75,2.5,53.0,0.8113207547169812,CURRENT_BLEND,0.38,18.68733767291718,ROUTE_PROXY_UNVALIDATED,0.8344370860927153,0.8225715356741223,0.9185715356741224,0.1004918616495223,68.75,39.5,29.25,0.5745454545454546,0.4254545454545455,2.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,313.0,1317.0,22.0,4.207667731629393,14.227272727272728,64.0,204.0,4.0,16.0,3.1875,239.0,4.531380753138075,14.058823529411764,4.262463400351357,7.673756740563212,14.222054818441348,4.023136319976908,,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",57.21726528477398,40-60,1.024818045751556,58.637285992390424,57.21726528477398,True,HISTORICAL TEST ONLY,11,1,11,91,True
