player_id,player_name,player_display_name,position,position_group,headshot_url,season,week,season_type,game_id,team,opponent_team,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,sack_yards_lost,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_cpoe,passing_2pt_conversions,pacr,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,def_tackles_solo,def_tackles_with_assist,def_tackle_assists,def_tackles_for_loss,def_tackles_for_loss_yards,def_fumbles_forced,def_sacks,def_sack_yards,def_qb_hits,def_interceptions,def_interception_yards,def_pass_defended,def_tds,def_fumbles,def_safeties,misc_yards,fumble_recovery_own,fumble_recovery_yards_own,fumble_recovery_opp,fumble_recovery_yards_opp,fumble_recovery_tds,penalties,penalty_yards,punt_returns,punt_return_yards,kickoff_returns,kickoff_return_yards,fg_made,fg_att,fg_missed,fg_blocked,fg_long,fg_pct,fg_made_0_19,fg_made_20_29,fg_made_30_39,fg_made_40_49,fg_made_50_59,fg_made_60_,fg_missed_0_19,fg_missed_20_29,fg_missed_30_39,fg_missed_40_49,fg_missed_50_59,fg_missed_60_,fg_made_list,fg_missed_list,fg_blocked_list,fg_made_distance,fg_missed_distance,fg_blocked_distance,pat_made,pat_att,pat_missed,pat_blocked,pat_pct,gwfg_made,gwfg_att,gwfg_missed,gwfg_blocked,gwfg_distance,fantasy_points,fantasy_points_ppr,air_yards,player_week_targets,player_week_receptions,player_week_catch_rate,player_week_adot,player_week_target_share,current_season_games_entering,career_targets_entering,player_week_target_share_last_4,player_week_target_share_last_8,player_week_catch_rate_last_4,player_week_catch_rate_last_8,player_week_adot_last_4,player_week_adot_last_8,targets_last_4,targets_last_8,receptions_last_4,receptions_last_8,prior_targets,prior_season_catch_rate,sample_tier,route_position_factor,estimated_routes,route_proxy_status,position_avg_catch_rate,base_catch_rate_blend,projected_catch_rate,projected_target_share,projected_team_plays,projected_team_pass_attempts,projected_team_rush_attempts,projected_pass_rate,projected_rush_rate,projected_team_tds_placeholder,opponent_receptions_allowed_adjustment,opponent_adjustment_status,quality_flags,confidence_score,confidence_bucket,player_history_seasons,history_depth_bucket,history_start_season,history_end_season,max_training_season,max_training_week,target_season,target_week,projection_mode,leakage_check,leakage_status,career_carries_entering,career_rushing_yards_entering,career_games_entering_rush,career_ypc_entering,career_carries_per_game_entering,carries_last_4,rushing_yards_last_4,rush_games_last_4,recent_carries_per_game,recent_ypc_last_4,prior_carries,prior_season_ypc,prior_season_carries_per_game,position_avg_ypc,position_avg_carries_per_game,projected_carries,projected_yards_per_carry,rushing_yards_sample_flag,current_team_verified,team_verify_flag,team_source,team_context_note,projected_rushing_yards_raw,calibration_bucket,calibration_multiplier,projected_rushing_yards_calibrated,projected_rushing_yards,is_prop_candidate,usage_status,overall_rank,team_rank,position_rank,actual_rushing_yards,scoreable
00-0031763,D.Carter,DeAndre Carter,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jx4io3owliw3l5xve6ta",2024,8,REG,,CHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,1.0,1.0,7.0,0,0,0,6,1,0,0.9709439653670416,0,1.1666666666666667,0.0476190476190476,0.019108280254777,0.0848043676069153,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,3,85,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.7000000000000001,1.7000000000000002,0.0,1.0,1.0,1.0,0.0,0.0476190476190476,6,19.0,0.03125,0.0435812016377432,0.5,0.6875,0.0,0.0,1.5,1.625,0.75,1.0,7.0,0.5714285714285714,CURRENT_STRONG,0.82,16.731378641642177,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.5325510204081633,0.6124336734693877,0.0552083333333333,67.5,36.5,31.0,0.5407407407407407,0.4592592592592592,3.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,3.0,18.0,23.0,6.0,0.1304347826086956,0.0,0.0,4.0,0.0,,3.0,6.0,0.1764705882352941,5.568836712913554,0.1731977818853974,0.0723427535443977,5.762860192102455,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.4169011745880883,0-15,1.0217215566182265,0.42595691705610855,0.4169011745880883,False,HISTORICAL TEST ONLY,180,5,55,0,False
00-0038979,C.Tillman,Cedric Tillman,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/a4mcdjjl1pkxr3etechx",2024,8,REG,,CLE,BAL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,7.0,9.0,99.0,2,0,0,159,24,5,8.224291680944402,0,0.6226415094339622,0.2195121951219512,0.3868613138686131,0.6000712123909561,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,21.9,28.9,0.0,9.0,7.0,0.7777777777777778,0.0,0.2195121951219512,5,61.0,0.0919372294372294,0.1019309242615176,0.5555555555555555,0.630952380952381,0.0,0.0,4.0,3.625,2.5,2.125,44.0,0.4772727272727273,CURRENT_BLEND,0.82,30.663672328169543,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.5387574726860441,0.6195710935889507,0.1015241702741702,61.75,39.0,22.75,0.631578947368421,0.3684210526315789,1.0,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,2.0,3.0,16.0,1.5,0.125,1.0,-5.0,4.0,0.25,-5.0,1.0,8.0,0.0909090909090909,5.568836712913554,0.1731977818853974,0.1678879600067215,2.435325506937033,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.40886183131199333,0-15,1.0217215566182265,0.41774294672986856,0.40886183131199333,False,HISTORICAL TEST ONLY,181,6,56,0,False
00-0032775,D.Robinson,Demarcus Robinson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aynbxqjpwz1vhpxbxvv8",2024,8,REG,,LA,MIN,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2.0,3.0,35.0,2,0,0,54,0,2,2.236052346765064,0,0.6481481481481481,0.088235294117647,0.2084942084942085,0.2782988871224165,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,15.5,17.5,0.0,3.0,2.0,0.6666666666666666,0.0,0.088235294117647,6,71.0,0.1312090167037693,0.1611757229488345,0.4624999999999999,0.5026785714285714,0.0,0.0,3.75,5.25,1.75,2.75,45.0,0.6444444444444445,CURRENT_STRONG,0.82,31.465924758821146,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.5283049886621315,0.6075507369614511,0.1251796450259718,60.75,33.5,27.25,0.551440329218107,0.448559670781893,2.0,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,23.0,15.0,23.0,0.0666666666666666,0.0,0.0,4.0,0.0,,1.0,23.0,0.1111111111111111,5.568836712913554,0.1731977818853974,0.0464376668720476,8.0,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.3715013349763808,0-15,1.0217215566182265,0.379570922257817,0.3715013349763808,False,HISTORICAL TEST ONLY,182,7,57,0,False
00-0030279,K.Allen,Keenan Allen,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ri267r6lzfwarh89hsn6",2024,8,REG,,CHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2.0,7.0,39.0,0,0,0,96,13,2,-1.0703384225489572,0,0.40625,0.3333333333333333,0.3057324840764331,0.7140127388535031,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,3.9,5.9,0.0,7.0,2.0,0.2857142857142857,0.0,0.3333333333333333,4,175.0,0.2305668469461572,0.2874548326871708,0.7159090909090908,0.67739898989899,0.0,0.0,6.25,9.75,3.75,6.25,150.0,0.72,CURRENT_BLEND,0.82,45.44699233963868,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.6878534322820037,0.7838534322820037,0.1708389790286342,67.5,36.5,31.0,0.5407407407407407,0.4592592592592592,3.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,2.0,6.0,17.0,3.0,0.1176470588235294,0.0,0.0,4.0,0.0,,2.0,3.0,0.1538461538461538,5.568836712913554,0.1731977818853974,0.088812990858223,4.155976520811099,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.3691047047497856,0-15,1.0217215566182265,0.3771222334920618,0.3691047047497856,False,HISTORICAL TEST ONLY,183,6,58,0,False
00-0034827,D.Moore,DJ Moore,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qphturmeiifnqrnf5pax",2024,8,REG,,CHI,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,2,7,0,0,0,0,-0.2455417257733643,0,2.0,4.0,27.0,0,0,0,39,0,1,-2.203337834973354,0,0.6923076923076923,0.1904761904761904,0.1242038216560509,0.3726569608735213,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,3.4000000000000004,5.4,0.0,4.0,2.0,0.5,0.0,0.1904761904761904,6,183.0,0.239770646020646,0.2921744541800323,0.68125,0.6636217948717948,0.0,0.0,7.25,8.25,5.0,5.5,136.0,0.7058823529411765,CURRENT_STRONG,0.82,46.34519603815051,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.6749144657863145,0.7709144657863145,0.2011727855477855,67.5,36.5,31.0,0.5407407407407407,0.4592592592592592,3.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,6.0,29.0,23.0,4.833333333333333,0.2608695652173913,1.0,-6.0,4.0,0.25,-6.0,4.0,5.25,0.2352941176470588,5.568836712913554,0.1731977818853974,0.2441138532886433,1.5,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.36617077993296493,0-15,1.0217215566182265,0.374124579261219,0.36617077993296493,False,HISTORICAL TEST ONLY,184,7,59,7,False
00-0036988,J.Palmer,Josh Palmer,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/woswdfrtxnsfgzsjvsxx",2024,8,REG,,LAC,NO,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2.0,4.0,72.0,0,0,0,78,14,2,3.757770341821015,0,0.9230769230769232,0.1333333333333333,0.3183673469387755,0.4228571428571428,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,7.2,9.2,0.0,4.0,2.0,0.5,0.0,0.1333333333333333,5,79.0,0.1213301586816018,0.1558218893766431,0.8041666666666666,0.7427083333333333,0.0,0.0,3.5,5.0,2.75,3.5,61.0,0.6229508196721312,CURRENT_BLEND,0.82,30.032389292231613,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.6891892494702799,0.7851892494702799,0.1162206348963564,59.25,33.25,26.0,0.5611814345991561,0.4388185654008439,1.0,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,6.0,15.0,6.0,0.0666666666666666,0.0,0.0,4.0,0.0,,1.0,6.0,0.1,5.568836712913554,0.1731977818853974,0.0623197781885397,5.805976520811099,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.36182716894481715,0-15,1.0217215566182265,0.3696866182810646,0.36182716894481715,False,HISTORICAL TEST ONLY,185,6,60,0,False
00-0033307,K.Bourne,Kendrick Bourne,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mkciutibcbq7phnplozn",2024,8,REG,,NE,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,0.0,3.0,0.0,0,0,0,42,0,0,-2.984212251995705,0,0.0,0.1034482758620689,0.1573033707865168,0.2652847733436652,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.1034482758620689,3,60.0,0.0740655401945724,0.1436466002789695,0.8125,0.760362554112554,0.0,0.0,2.25,4.375,1.75,3.375,55.0,0.6727272727272727,CURRENT_BLEND,0.82,26.640287395702053,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.7099443413729127,0.8059443413729127,0.0925883256528417,58.75,37.75,21.0,0.6425531914893617,0.3574468085106383,2.25,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,4.0,11.0,4.0,0.0909090909090909,0.0,0.0,4.0,0.0,,1.0,4.0,0.125,5.568836712913554,0.1731977818853974,0.0747061418249033,4.705976520811099,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.35156534938837897,0-15,1.0217215566182265,0.3592018960301252,0.35156534938837897,False,HISTORICAL TEST ONLY,186,7,61,0,False
00-0037740,G.Wilson,Garrett Wilson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kbijsheobhwej7lh8mvf",2024,8,REG,,NYJ,NE,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,5.0,8.0,113.0,0,0,0,169,10,4,6.863996226340532,0,0.6686390532544378,0.32,0.6167883211678832,0.9117518248175184,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.3,16.3,0.0,8.0,5.0,0.625,0.0,0.32,7,243.0,0.2878453445167936,0.2850089918437021,0.6428661616161616,0.5923926767676768,0.0,0.0,12.25,10.0,7.75,6.0,168.0,0.5654761904761905,CURRENT_STRONG,0.82,63.6479698422915,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.616782622139765,0.7093000154607296,0.2348250744950888,64.0,45.75,18.25,0.71484375,0.28515625,1.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,5.0,5.0,24.0,1.0,0.2083333333333333,0.0,0.0,4.0,0.0,,4.0,0.0,0.2352941176470588,5.568836712913554,0.1731977818853974,0.0987334185060345,3.262860192102455,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.3221533408735318,0-15,1.0217215566182265,0.32915101290706705,0.3221533408735318,False,HISTORICAL TEST ONLY,187,7,62,0,False
00-0030431,R.Woods,Robert Woods,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",2024,8,REG,,HOU,IND,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,2.0,2.0,18.0,0,0,0,13,5,2,2.850910171517171,0,1.3846153846153846,0.0555555555555555,0.0467625899280575,0.1160671462829736,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.8,3.8,0.0,2.0,2.0,1.0,0.0,0.0555555555555555,4,86.0,0.0308586762075134,0.0746760389835221,0.6666666666666666,0.5694444444444445,0.0,0.0,1.25,2.625,0.75,1.375,81.0,0.5185185185185185,CURRENT_BLEND,0.82,15.943018222835574,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.5976379440665155,0.6872836356764928,0.0709848936593122,64.0,35.0,29.0,0.546875,0.453125,3.0,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,7.0,20.0,7.0,0.05,0.0,0.0,4.0,0.0,,1.0,7.0,0.0625,5.568836712913554,0.1731977818853974,0.0466947781885397,6.355976520811099,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.29679091381084055,0-15,1.0217215566182265,0.3032376744489579,0.29679091381084055,False,HISTORICAL TEST ONLY,188,9,63,0,False
00-0038821,R.Jarrett,Rakim Jarrett,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/clvmliknnulpmcoofvik",2024,8,REG,,TB,ATL,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3.0,3.0,58.0,0,0,0,52,6,3,4.077436177060008,0,1.1153846153846154,0.0652173913043478,0.1432506887052341,0.1981015690501856,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,5.800000000000001,8.8,0.0,3.0,3.0,1.0,0.0,0.0652173913043478,0,9.0,0.0430537981587329,0.0338283608526093,0.2777777777777777,0.5666666666666667,0.0,0.0,1.75,1.2857142857142858,0.5,0.5714285714285714,9.0,0.4444444444444444,PRIOR_HEAVY,0.82,21.790872059153347,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.4571655328798186,0.5257403628117914,0.0940967828730165,69.5,40.5,29.0,0.5827338129496403,0.4172661870503597,4.5,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE,60,Medium,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,0.0,7.0,0.0,0.1428571428571428,0.0,0.0,4.0,0.0,,1.0,0.0,0.1428571428571428,5.568836712913554,0.1731977818853974,0.1504423026142065,1.949092849519744,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.2932260162906353,0-15,1.0217215566182265,0.29959534180542935,0.2932260162906353,False,HISTORICAL TEST ONLY,189,8,64,0,False
00-0036322,J.Jefferson,Justin Jefferson,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f0ccavu3ppzcs51e1cuv",2024,8,REG,,MIN,LA,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,8.0,9.0,115.0,0,0,0,103,17,6,7.287130695564851,0,1.116504854368932,0.391304347826087,0.3961538461538461,0.8642642140468227,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,11.5,19.5,0.0,9.0,8.0,0.8888888888888888,0.0,0.391304347826087,6,151.0,0.355997150997151,0.3280858595478486,0.7008928571428571,0.6748511904761905,0.0,0.0,9.5,9.375,6.25,6.25,100.0,0.68,CURRENT_STRONG,0.82,50.28291823015785,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.6802295918367347,0.7762295918367347,0.282531339031339,60.75,32.5,28.25,0.5349794238683128,0.4650205761316872,2.75,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,2.0,-9.0,16.0,-4.5,0.125,1.0,3.0,4.0,0.25,3.0,1.0,-12.0,0.1,5.568836712913554,0.1731977818853974,0.1899098890942698,1.5,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.2848648336414047,0-15,1.0217215566182265,0.29105254125388813,0.2848648336414047,False,HISTORICAL TEST ONLY,190,6,65,0,False
00-0038997,J.Downs,Josh Downs,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gqozitn9vxnp8acz6wwg",2024,8,REG,,IND,HOU,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,13,0,0,0,0,,0,4.0,9.0,109.0,1,0,0,102,55,3,2.6883396107004955,0,1.068627450980392,0.2903225806451613,0.2085889570552147,0.5814961409063923,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,18.200000000000003,22.200000000000003,0.0,9.0,4.0,0.4444444444444444,0.0,0.2903225806451613,5,136.0,0.2436147186147186,0.2174767864985256,0.6875,0.7520833333333333,0.0,0.0,8.25,6.5,6.25,4.875,98.0,0.6938775510204082,CURRENT_BLEND,0.82,45.755326677286845,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.6673469387755101,0.7633469387755101,0.1773629148629148,65.0,35.75,29.25,0.55,0.45,2.5,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,1.0,-1.0,22.0,-1.0,0.0454545454545454,1.0,-1.0,4.0,0.25,-1.0,0.0,,0.0,5.568836712913554,0.1731977818853974,0.1241379600067215,2.2844183564567766,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.2835830345724518,0-15,1.0217215566182265,0.2897428995138858,0.2835830345724518,False,HISTORICAL TEST ONLY,191,7,66,13,False
00-0033009,T.Boyd,Tyler Boyd,WR,WR,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ttifog0hjxprlhkagugu",2024,8,REG,,TEN,DET,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,0,0,0,0,,0,3.0,6.0,14.0,0,0,0,52,-1,0,-3.708141157374485,0,0.2692307692307692,0.1578947368421052,0.1424657534246575,0.3365681326604181,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,,0,0,0,0,0,1.4,4.4,0.0,6.0,3.0,0.5,0.0,0.1578947368421052,6,122.0,0.1178620571035431,0.1222204124056715,0.9375,0.78125,0.0,0.0,3.5,3.5,3.25,2.625,98.0,0.6836734693877551,CURRENT_STRONG,0.82,29.82261128174142,ROUTE_PROXY_UNVALIDATED,0.5979591836734693,0.8231122448979592,0.9191122448979592,0.1158367733058135,59.25,33.5,25.75,0.5654008438818565,0.4345991561181435,2.0,0.0,PLACEHOLDER_NEUTRAL_V1,ROUTE_PROXY_UNVALIDATED|LOW_RUSH_SAMPLE,90,High,2,2 seasons,2023,2024,2024,22,2025,1,historical_test,All feature history is before target season/week.,PASS,2.0,11.0,23.0,5.5,0.0869565217391304,0.0,0.0,4.0,0.0,,2.0,5.5,0.1176470588235294,5.568836712913554,0.1731977818853974,0.0511151320610217,5.537860192102455,LOW_RUSH_SAMPLE,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",0.283068455054792,0-15,1.0217215566182265,0.28921714252809855,0.283068455054792,False,HISTORICAL TEST ONLY,192,5,67,0,False
