projection_mode,season,week,team,opponent_team,player_id,player_name,position,projected_team_rush_attempts,projected_player_rush_attempt_share,projected_carries_raw,calibration_bucket,calibration_multiplier,projected_carries_calibrated,projected_carries,is_prop_candidate,overall_rank,team_rank,position_rank,confidence_score,confidence_bucket,quality_flags,usage_status,leakage_status
historical_test,2025,1,TEN,HOU,00-0034771,M.Rudolph,QB,27.75,0.0806108899557329,2.236952196271588,0-3,0.986118670675152,2.2059003261512,2.2059003261512,True,153,6,22,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,TEN,JAX,00-0029701,R.Tannehill,QB,27.75,0.0793236163122592,2.201230352665193,0-3,0.986118670675152,2.170674349219996,2.170674349219996,True,154,7,23,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE|LOW_CARRY_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LV,NO,00-0032104,A.Abdullah,RB,24.75,0.0885090326000255,2.190598556850631,0-3,0.986118670675152,2.1601901368644505,2.1601901368644505,True,155,5,132,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,MIA,NYJ,00-0034115,J.Wilson,RB,24.75,0.0884749045875565,2.189753888542023,0-3,0.986118670675152,2.159357193674805,2.159357193674805,True,156,6,133,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,HOU,KC,00-0039163,C.Stroud,QB,27.25,0.0798180473013251,2.175041788961109,0-3,0.986118670675152,2.1448493175932333,2.1448493175932333,True,157,4,24,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CLE,BAL,00-0039617,J.Kibodi,RB,23.0,0.0941862985569161,2.1662848668090704,0-3,0.986118670675152,2.1362139531614592,2.1362139531614592,True,158,4,134,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE|LOW_CARRY_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,WAS,DET,00-0032268,M.Mariota,QB,29.5,0.0726583754440891,2.143422075600628,0-3,0.986118670675152,2.1136685278870666,2.1136685278870666,True,159,8,25,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LAC,KC,00-0035282,E.Stick,QB,29.75,0.0719740816680915,2.141228929625722,0-3,0.986118670675152,2.111505825693696,2.111505825693696,True,160,6,26,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CAR,ATL,00-0034208,M.Boone,RB,23.75,0.0894139495844673,2.1235813026310986,0-3,0.986118670675152,2.0941031712211866,2.0941031712211866,True,161,4,135,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_RUSH_SAMPLE|LOW_CARRY_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LAC,HOU,00-0037617,H.Haskins,RB,29.75,0.0712573614899156,2.119906504324989,0-3,0.986118670675152,2.0904793840005667,2.0904793840005667,True,162,7,136,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,SF,ARI,00-0039363,I.Guerendo,RB,20.75,0.1013144689025981,2.1022752297289107,0-3,0.986118670675152,2.073092854933573,2.073092854933573,True,163,4,137,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,HOU,KC,00-0033854,D.Ogunbowale,RB,27.25,0.076588916941475,2.0870479866551936,0-3,0.986118670675152,2.058076986235672,2.058076986235672,True,164,5,138,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,PIT,BAL,00-0029263,R.Wilson,QB,22.25,0.0933283984994918,2.0765568666136924,0-3,0.986118670675152,2.0477314968864535,2.0477314968864535,True,165,4,27,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,GB,PHI,00-0038685,C.Brooks,RB,30.25,0.0683150508086883,2.0665302869628213,0-3,0.986118670675152,2.0378440994897176,2.0378440994897176,True,166,7,139,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,DAL,WAS,00-0038738,H.Luepke,RB,32.25,0.0633920602852109,2.044393944198051,0-3,0.986118670675152,2.0160150385889133,2.0160150385889133,True,167,6,140,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_RUSH_SAMPLE|LOW_CARRY_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,CHI,LV,00-0033958,N.Peterman,QB,23.75,0.0860704809950729,2.0441739236329814,0-3,0.986118670675152,2.015798072201765,2.015798072201765,True,168,5,28,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE|LOW_RUSH_SAMPLE|LOW_CARRY_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,LAC,HOU,00-0036355,J.Herbert,QB,29.75,0.0681911517867369,2.028686765655423,0-3,0.986118670675152,2.0005258965643993,2.0005258965643993,True,169,8,29,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
historical_test,2025,1,NE,BUF,00-0039851,D.Maye,QB,26.0,0.0778565579167594,2.0242705058357444,0-3,0.986118670675152,1.9961709403016619,1.9961709403016619,True,170,6,30,60,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE|LOW_PLAYER_SAMPLE,HISTORICAL TEST ONLY,PASS
