projection_mode,history_start_season,history_end_season,max_training_season,max_training_week,target_season,target_week,leakage_check,leakage_status,season,week,team,player_id,player_name,position,projected_team_pass_attempts,projected_target_share,projected_catch_rate,projected_receptions_raw,calibration_bucket,calibration_multiplier,projected_receptions_calibrated,projected_receptions,estimated_routes,is_prop_candidate,overall_rank,team_rank,position_rank,current_team_verified,team_verify_flag,team_source,team_context_note,route_proxy_status,confidence_score,confidence_bucket,quality_flags
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,WAS,00-0035659,T.McLaurin,WR,39.75,0.1501041284543898,0.7686010216201282,4.585964912557857,4-6,0.92128572738131,4.224984020211031,4.224984020211031,53.26896455269781,True,11,1,11,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,CLE,00-0037257,D.Bell,WR,40.5,0.117108575733275,0.95,4.505752451337755,4-6,0.92128572738131,4.151085424530824,4.151085424530824,38.60096025820576,True,12,2,12,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,SF,00-0036259,J.Jennings,WR,41.0,0.1438556932508545,0.7578010497139616,4.469573809465915,4-6,0.92128572738131,4.117754558138258,4.117754558138258,52.31010981183574,True,13,1,13,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,TB,00-0031408,M.Evans,WR,33.25,0.1665004658793374,0.8066397884088949,4.46567119384913,4-6,0.92128572738131,4.114159134071059,4.114159134071059,49.72918728660398,True,14,1,14,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,NYG,00-0039337,M.Nabers,WR,33.5,0.1733016916840446,0.7589511616761506,4.406171927505599,4-6,0.92128572738131,4.059343309199105,4.059343309199105,52.11149745803482,True,15,1,15,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,SEA,00-0038543,J.Smith-Njigba,WR,35.25,0.1540035531971015,0.8076121443173823,4.384223679007753,4-6,0.92128572738131,4.03912270111702,4.03912270111702,48.59831264260685,True,16,1,16,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,LV,00-0034960,J.Meyers,WR,39.0,0.1427771784389431,0.7604134985488842,4.234218057018107,4-6,0.92128572738131,3.9009246625510037,3.9009246625510037,49.31305427326411,True,17,1,17,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,HOU,00-0031588,S.Diggs,WR,34.5,0.1503832666343277,0.8136853470169535,4.221580787142911,4-6,0.92128572738131,3.88928212618192,3.88928212618192,46.32998058457542,True,18,1,18,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,NYG,00-0038117,W.Robinson,WR,33.5,0.1617467472246884,0.7733015988207054,4.190147110802151,4-6,0.92128572738131,3.860322728810054,3.860322728810054,48.65011107674432,True,19,2,19,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,TB,00-0033921,C.Godwin,WR,33.25,0.1459958628841607,0.8620710283159413,4.184805221243517,4-6,0.92128572738131,3.8554013222024373,3.8554013222024373,43.1657666752547,True,20,2,20,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
historical_test,2023,2024,2024,22,2025,1,All feature history is before target season/week.,PASS,2025,1,WAS,00-0036626,D.Brown,WR,39.75,0.1253226071472242,0.8369589854953334,4.169372814968447,4-6,0.92128572738131,3.841183666562065,3.841183666562065,42.24255351416116,True,21,2,21,True,,weekly_stats_historical,"Historical test mode: team is from loaded weekly/player stats context, not live roster confirmation.",ROUTE_PROXY_UNVALIDATED,75,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE
