status,real_injury_files,override_files,injury_rows_loaded,ready_rows,needs_review_rows,needs_data_rows,blocked_rows,questionable_limited_rows,out_ir_inactive_rows,manual_overrides,templates_ignored,notes
NEEDS DATA,0,0,0,0,0,0,0,0,0,0,True,No real current injury input found; template files do not count as data.
