season,week,player_id,player_name,team,opponent,position,game_id,home_team,away_team,is_home,spread_line,total_line,team_implied_total,opponent_implied_total,favorite_status,spread_bucket,game_total_bucket,pass_volume_environment,rush_volume_environment,game_script_score,game_environment_reliability,game_environment_notes
2025,1,,A.Estime,DEN,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Brownlee,NYJ,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.McCloud,ATL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Wallace,BAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,00-0039910,J.Daniels,WAS,PHI,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.Williams,CIN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Davis,BUF,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,E.St. Brown,CHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,L.Shenault,SEA,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,E.Mitchell,SF,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Duvernay,JAX,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Conley,SF,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Penny,PHI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Bourne,NE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Hodge,ATL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Guyton,LAC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Gibson,NE,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Cobb,NYJ,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Akers,MIN,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Tolbert,DAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Kinsey,TEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Goodwin,CLE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Boyd,TEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Peoples-Jones,DET,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,V.Jefferson,PIT,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Parker,NE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Milton,NE,BUF,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Pettis,NO,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Thompkins,CAR,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Smartt,LAC,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Kelce,KC,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Austin,NO,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Crowder,WAS,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Sample,CIN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Foreman,CLE,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Darnold,MIN,LA,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,00-0030565,G.Smith,SEA,LA,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Bobo,SEA,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Pierce,HOU,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Reagor,LAC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,E.Demercado,ARI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Turner,LV,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,F.Moreau,NO,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Jones,NYG,CAR,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Cook,DAL,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Gallup,DAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Hill,BAL,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Patrick,DET,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Allen,BUF,KC,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Vele,DEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,X.Smith,LA,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Hollins,BUF,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Hudson,CIN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Harris,NE,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,00-0037834,B.Purdy,SF,DET,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Taylor,NYJ,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Em.Wilson,GB,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Claypool,MIA,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Woods,HOU,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Wilson,PIT,BAL,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Morgan,CIN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Tipton,NO,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Z.White,LV,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Johnson,NYG,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,N.Remigio,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Mitchell,BAL,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Goedert,PHI,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Pringle,WAS,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Strange,JAX,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Fehoko,LAC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Scott,PHI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Chisena,CAR,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,00-0039732,B.Nix,DEN,BUF,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.McKenzie,IND,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Boykin,PIT,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Grandy,CIN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Sermon,IND,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Jones,JAX,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,E.Dotson,LAC,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,X.Hutchinson,HOU,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,L.Thomas,WAS,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Turpin,DAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Shepard,TB,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Ahmed,MIA,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Williams,ARI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Jackson,CIN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Sanders,CAR,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Waller,NYG,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Flacco,IND,JAX,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.McKinnon,KC,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,W.Dissly,LAC,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Miller,PIT,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Evans,CIN,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Kraft,GB,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Heath,GB,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,E.Cooks,JAX,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.Guerendo,SF,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Slayton,NYG,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Vaughn,DAL,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Smith-Schuster,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,L.Humphrey,DEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Ju.Watson,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.Spiller,LAC,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Reynolds,JAX,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Edwards-Helaire,NO,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Flournoy,DAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,G.Davis,JAX,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,00-0026158,J.Flacco,IND,JAX,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Z.Evans,LA,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Moore,CAR,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Ozigbo,DET,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Miller,BAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Green,DET,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Rodriguez,WAS,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,00-0029263,R.Wilson,PIT,BAL,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Thompson,TB,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Marshall,LV,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Davis,CLE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Ferguson,DAL,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Hooper,NE,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Cooper,BUF,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Badie,DEN,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,G.DuBose,MIA,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Darden,SEA,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,00-0034857,J.Allen,BUF,KC,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Jennings,NE,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Toure,GB,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Miller,TB,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,N.Muse,MIN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.Abanikanda,NYJ,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Brooks,DAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Johnson,CHI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,L.McCaffrey,WAS,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Allen,NYJ,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.McAllister,LV,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,H.Henry,NE,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Miller,NO,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Q.Watkins,PHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Purdy,SF,DET,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Smith,PHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Watson,DEN,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Hardman,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Maye,NE,BUF,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Whyle,TEN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Blair,ATL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Fields,PIT,BAL,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Baccellia,ARI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Otton,TB,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Gainwell,PHI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Tagovailoa,MIA,SF,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Schultz,HOU,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Z.Knight,DET,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Benson,ARI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Jackson,NO,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Franklin,DEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Williams,WAS,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Barner,SEA,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Alexander,DET,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,H.Bryant,LV,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Herbert,CIN,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Rattler,NO,TB,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Hopkins,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,X.Gipson,NYJ,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Mitchell,IND,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Wright,MIA,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,O.Beckham,MIA,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Kibodi,CLE,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Abdullah,LV,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Palmer,TB,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Woods,CLE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Andrews,BAL,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Covey,PHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Jackson,NYG,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Erickson,NE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Johnson,HOU,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,E.Saubert,SF,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Jackson,TEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Sinnott,WAS,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Jones,PHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Vidal,LAC,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Breida,NYG,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Brown,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Robinson,GB,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Dowell,TEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,P.Dorsett,DEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Fotheringham,LV,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Carter,CHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Corley,NYJ,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Dulin,IND,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,S.Tucker,TB,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Oliver,MIN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Rodgers,IND,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Reiman,ARI,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Winfree,IND,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Davis-Price,PHI,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Pitts,ATL,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,G.Swaim,CLE,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,P.Taylor,SF,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Ali,BAL,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Dotson,PHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.Smith,HOU,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Fisk,LAC,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Hopkins,LA,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Young,CAR,ATL,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Burks,TEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Robinson,DET,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,B.Ford-Wheaton,NYG,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Taylor,HOU,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Cas.Washington,ATL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,N.Bawden,NYJ,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Kmet,CHI,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Z.Pascal,ARI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Walker,BAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Huntley,MIA,NYJ,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Byrd,ATL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,E.Higgins,ARI,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.Drake,GB,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Bandy,DEN,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Shenker,LV,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Wilcox,CIN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Chandler,MIN,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.Likely,BAL,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Carr,NO,NYG,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,P.Durham,TB,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,Ty.Johnson,BUF,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Brooks,GB,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Chark,LAC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Graham,NO,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Johnson,JAX,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Prescott,DAL,ATL,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.Bell,SF,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,R.James,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,K.McIntosh,SEA,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Lloyd,GB,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Mundt,MIN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,N.Agholor,BAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,N.Adkins,DEN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,N.Vannett,TEN,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Montgomery,NE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,L.Treadwell,BAL,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,P.Campbell,PHI,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Corbin,NYG,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Cunningham,NE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Slater,NE,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,C.Turner,WAS,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Parham,LAC,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,J.Mitchell,DET,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,T.Goodson,IND,,RB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Holker,NO,,TE,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,D.Watson,CLE,CIN,QB,2025_01_CIN_CLE,CLE,CIN,True,-5.5,47.5,26.5,21.0,FAVORITE,MODERATE,HIGH,POSITIVE,POSITIVE,58.0,MEDIUM,From schedules.csv spread_line/total_line.
2025,1,,J.Virgil,BUF,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,I.Smith-Marsette,NYG,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,P.Mahomes,KC,PHI,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,A.Dalton,CAR,WAS,QB,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
2025,1,,M.Washington,KC,,WR,,,,,,,,,,,,,,,MISSING,No schedule game matched team/opponent.
