line,rank,player_name,team,opponent,position,calibrated_projection,model_over_probability,confidence_tier,flags,usage_status,notes
3.5,8,B.Irving,TB,WAS,RB,8.649815168553095,0.8951789569428972,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,9,D.Swift,CHI,GB,RB,8.525546005271234,0.8895761084887118,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,10,C.Hubbard,CAR,ARI,RB,8.479818811072214,0.8874613302569404,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,11,J.Cook,BUF,KC,RB,8.302932565854961,0.8790087493574459,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,12,T.Etienne,JAX,IND,RB,8.221121594455049,0.8749519228575349,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,13,A.Jones,MIN,LA,RB,8.171539962267742,0.8724475345884901,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,14,K.Walker,SEA,MIN,RB,7.669896167484988,0.8451451679877199,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,15,T.Allgeier,ATL,CAR,RB,7.616988634553649,0.8420557196511687,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,16,R.White,TB,WAS,RB,7.396247139956839,0.82873231039546,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,17,J.Jacobs,GB,PHI,RB,7.395037398519733,0.8286573679839696,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,18,T.Bigsby,JAX,IND,RB,7.309434882654873,0.8233011947145077,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,19,C.Brown,CIN,DEN,RB,7.113046577439101,0.8106182577609023,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,20,J.Conner,ARI,LA,RB,6.2613690922643,0.7494306396191008,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,21,N.Harris,PIT,BAL,RB,6.209308017185189,0.7453783777445945,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,22,J.Dobbins,LAC,HOU,RB,6.190958558024488,0.7439419789013231,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
3.5,23,J.Gibbs,DET,WAS,RB,6.177847928971912,0.7429130937207614,Medium,ROUTE_PROXY_UNVALIDATED|LOW_CURRENT_SAMPLE,HISTORICAL TEST ONLY,"Research only - no odds, edge, or betting recommendation."
