season,week,category,player_id,player_name,team,position,role_family,role_family_label,role_group,headline,explanation,current_raw,current_denominator,current_share,baseline_raw,baseline_denominator,baseline_share,baseline_games,share_change,all_play_raw,all_play_denominator,all_play_share,all_play_normal_gap,show_all_play_prominently,situation_type,situation_member_count,situation_member_ids,situation_member_names,production_metric_label,production_rate,player_href,team_href,game_href,context_facts,all_context_counts,individual_candidate_evidence,player_team_label
2025,17,Opportunity Lost,00-0036613,Jaylen Waddle,MIA,WR,wr_target_share,WR target share,target,Target share fell from 31.5% to 4.5%.,Selected-week share was 27.0 points below the prior 4-game baseline.,1,22,0.0454545454545454,23,73,0.3150684931506849,4,-0.2696139476961395,1,22,0.0454545454545454,0.0,False,individual,1,00-0036613,Jaylen Waddle,Receiving yards per target,0.0,/players?player=00-0036613&season=2025&family=wr_target_share&week=17,/teams?team=MIA&season=2025&family=wr_target_share&week=17,/games?season=2025&week=17&game=2025_17_TB_MIA,[],Passing downs: 1 of 7,"[{""all_play_denominator"": 22, ""all_play_raw"": 1, ""all_play_share"": 0.0454545454545454, ""baseline_denominator"": 73, ""baseline_raw"": 23, ""baseline_share"": 0.3150684931506849, ""category"": ""Opportunity Lost"", ""current_denominator"": 22, ""current_raw"": 1, ""current_share"": 0.0454545454545454, ""player_id"": ""00-0036613"", ""player_name"": ""Jaylen Waddle""}]",MIA
2025,17,Opportunity Lost,00-0037238,Drake London,ATL,WR,wr_target_share,WR target share,target,Target share fell from 33.1% to 10.0%.,Selected-week share was 23.1 points below the prior 4-game baseline.,2,20,0.1,39,118,0.3305084745762712,4,-0.2305084745762712,2,20,0.1,0.0,False,individual,1,00-0037238,Drake London,Receiving yards per target,2.0,/players?player=00-0037238&season=2025&family=wr_target_share&week=17,/teams?team=ATL&season=2025&family=wr_target_share&week=17,/games?season=2025&week=17&game=2025_17_LA_ATL,"[{""context"": ""passing_down"", ""denominator"": 9, ""label"": ""Passing downs"", ""raw"": 2}]",Passing downs: 2 of 9,"[{""all_play_denominator"": 20, ""all_play_raw"": 2, ""all_play_share"": 0.1, ""baseline_denominator"": 118, ""baseline_raw"": 39, ""baseline_share"": 0.3305084745762712, ""category"": ""Opportunity Lost"", ""current_denominator"": 20, ""current_raw"": 2, ""current_share"": 0.1, ""player_id"": ""00-0037238"", ""player_name"": ""Drake London""}]",ATL
2025,17,Opportunity Gained,00-0037563,Malik Davis,DAL,RB,rb_opportunity_share,RB opportunity share,backfield,Malik Davis gained RB opportunity share; Javonte Williams lost share.,"Normal-game counts were Malik Davis 22 of 45, Javonte Williams 15 of 45.",22,45,0.4888888888888889,24,100,0.24,4,0.24888888888888888,22,45,0.4888888888888889,0.0,False,reciprocal_transfer,2,00-0037563 | 00-0036997,Malik Davis | Javonte Williams,Yards per touch,5.15,/players?player=00-0037563&season=2025&family=rb_opportunity_share&week=17,/teams?team=DAL&season=2025&family=rb_opportunity_share&week=17,/games?season=2025&week=17&game=2025_17_DAL_WAS,"[{""context"": ""passing_down"", ""denominator"": 9, ""label"": ""Passing downs"", ""raw"": 2}, {""context"": ""early_down"", ""denominator"": 36, ""label"": ""Early downs"", ""raw"": 20}]",Red zone: 1 of 5; Passing downs: 2 of 9; Early downs: 20 of 36,"[{""all_play_denominator"": 45, ""all_play_raw"": 22, ""all_play_share"": 0.4888888888888889, ""baseline_denominator"": 100, ""baseline_raw"": 24, ""baseline_share"": 0.24, ""category"": ""Opportunity Gained"", ""current_denominator"": 45, ""current_raw"": 22, ""current_share"": 0.4888888888888889, ""player_id"": ""00-0037563"", ""player_name"": ""Malik Davis""}, {""all_play_denominator"": 45, ""all_play_raw"": 15, ""all_play_share"": 0.3333333333333333, ""baseline_denominator"": 100, ""baseline_raw"": 68, ""baseline_share"": 0.68, ""category"": ""Opportunity Lost"", ""current_denominator"": 45, ""current_raw"": 15, ""current_share"": 0.3333333333333333, ""player_id"": ""00-0036997"", ""player_name"": ""Javonte Williams""}]",DAL
2025,17,Opportunity Gained,00-0036963,Amon-Ra St. Brown,DET,WR,wr_target_share,WR target share,target,Amon-Ra St. Brown gained Target share; Jameson Williams lost share.,"Normal-game counts were Amon-Ra St. Brown 13 of 29, Jameson Williams 3 of 29.",13,29,0.4482758620689655,37,148,0.25,4,0.19827586206896552,13,29,0.4482758620689655,0.0,False,reciprocal_transfer,2,00-0036963 | 00-0037240,Amon-Ra St. Brown | Jameson Williams,Receiving yards per target,5.230769230769231,/players?player=00-0036963&season=2025&family=wr_target_share&week=17,/teams?team=DET&season=2025&family=wr_target_share&week=17,/games?season=2025&week=17&game=2025_17_DET_MIN,"[{""context"": ""passing_down"", ""denominator"": 10, ""label"": ""Passing downs"", ""raw"": 5}, {""context"": ""early_down"", ""denominator"": 19, ""label"": ""Early downs"", ""raw"": 8}]",Red zone: 1 of 3; Passing downs: 5 of 10; Early downs: 8 of 19,"[{""all_play_denominator"": 29, ""all_play_raw"": 13, ""all_play_share"": 0.4482758620689655, ""baseline_denominator"": 148, ""baseline_raw"": 37, ""baseline_share"": 0.25, ""category"": ""Opportunity Gained"", ""current_denominator"": 29, ""current_raw"": 13, ""current_share"": 0.4482758620689655, ""player_id"": ""00-0036963"", ""player_name"": ""Amon-Ra St. Brown""}, {""all_play_denominator"": 29, ""all_play_raw"": 3, ""all_play_share"": 0.1034482758620689, ""baseline_denominator"": 148, ""baseline_raw"": 38, ""baseline_share"": 0.25675675675675674, ""category"": ""Opportunity Lost"", ""current_denominator"": 29, ""current_raw"": 3, ""current_share"": 0.1034482758620689, ""player_id"": ""00-0037240"", ""player_name"": ""Jameson Williams""}]",DET
2025,17,Opportunity Gained,00-0038597,Chase Brown,CIN,RB,rb_carry_share,RB carry share,backfield,Chase Brown gained Carry share; Samaje Perine lost share.,"Normal-game counts were Chase Brown 20 of 26, Samaje Perine 3 of 26.",20,26,0.7692307692307693,46,87,0.5287356321839081,4,0.2404951370468612,22,31,0.7096774193548387,-0.05955334987593053,True,reciprocal_transfer,2,00-0038597 | 00-0033526,Chase Brown | Samaje Perine,Yards per carry,4.590909090909091,/players?player=00-0038597&season=2025&family=rb_carry_share&week=17,/teams?team=CIN&season=2025&family=rb_carry_share&week=17,/games?season=2025&week=17&game=2025_17_ARI_CIN,"[{""context"": ""inside_5"", ""denominator"": 5, ""label"": ""Inside five"", ""raw"": 2}, {""context"": ""red_zone"", ""denominator"": 12, ""label"": ""Red zone"", ""raw"": 8}]",Inside five: 2 of 5; Red zone: 8 of 12; Passing downs: 1 of 5; Early downs: 21 of 26,"[{""all_play_denominator"": 31, ""all_play_raw"": 22, ""all_play_share"": 0.7096774193548387, ""baseline_denominator"": 87, ""baseline_raw"": 46, ""baseline_share"": 0.5287356321839081, ""category"": ""Opportunity Gained"", ""current_denominator"": 26, ""current_raw"": 20, ""current_share"": 0.7692307692307693, ""player_id"": ""00-0038597"", ""player_name"": ""Chase Brown""}, {""all_play_denominator"": 31, ""all_play_raw"": 3, ""all_play_share"": 0.0967741935483871, ""baseline_denominator"": 87, ""baseline_raw"": 32, ""baseline_share"": 0.367816091954023, ""category"": ""Opportunity Lost"", ""current_denominator"": 26, ""current_raw"": 3, ""current_share"": 0.1153846153846153, ""player_id"": ""00-0033526"", ""player_name"": ""Samaje Perine""}]",CIN
2025,17,"Strong Opportunity, Weak Production",00-0033293,Aaron Jones,MIN,RB,rb_opportunity_share,RB opportunity share,backfield,Produced 63 yards while handling 22 of 29 team RB opportunities; yards per touch was 3.0.,Yards per touch was 3.0 in the selected week.,22,29,0.7586206896551724,60,90,0.6666666666666666,4,0.09195402298850575,22,29,0.7586206896551724,0.0,False,individual,1,00-0033293,Aaron Jones,Yards per touch,3.0,/players?player=00-0033293&season=2025&family=rb_opportunity_share&week=17,/teams?team=MIN&season=2025&family=rb_opportunity_share&week=17,/games?season=2025&week=17&game=2025_17_DET_MIN,"[{""context"": ""inside_5"", ""denominator"": 2, ""label"": ""Inside five"", ""raw"": 2}, {""context"": ""red_zone"", ""denominator"": 4, ""label"": ""Red zone"", ""raw"": 4}]",Inside five: 2 of 2; Red zone: 4 of 4; Passing downs: 4 of 4; Early downs: 18 of 25,"[{""all_play_denominator"": 29, ""all_play_raw"": 22, ""all_play_share"": 0.7586206896551724, ""baseline_denominator"": 90, ""baseline_raw"": 60, ""baseline_share"": 0.6666666666666666, ""category"": ""Strong Opportunity, Weak Production"", ""current_denominator"": 29, ""current_raw"": 22, ""current_share"": 0.7586206896551724, ""player_id"": ""00-0033293"", ""player_name"": ""Aaron Jones""}]",MIN
2025,17,"Strong Opportunity, Weak Production",00-0034351,Dallas Goedert,PHI,TE,te_target_share,TE target share,target,Produced 8 yards while handling 6 of 22 team targets; receiving yards per target was 1.3.,Receiving yards per target was 1.3 in the selected week.,6,22,0.2727272727272727,21,104,0.20192307692307693,4,0.07080419580419578,6,22,0.2727272727272727,0.0,False,individual,1,00-0034351,Dallas Goedert,Receiving yards per target,1.3333333333333333,/players?player=00-0034351&season=2025&family=te_target_share&week=17,/teams?team=PHI&season=2025&family=te_target_share&week=17,/games?season=2025&week=17&game=2025_17_PHI_BUF,"[{""context"": ""inside_5"", ""denominator"": 1, ""label"": ""Inside five"", ""raw"": 1}, {""context"": ""red_zone"", ""denominator"": 6, ""label"": ""Red zone"", ""raw"": 3}]",Inside five: 1 of 1; Red zone: 3 of 6; Passing downs: 2 of 6; Early downs: 4 of 16,"[{""all_play_denominator"": 22, ""all_play_raw"": 6, ""all_play_share"": 0.2727272727272727, ""baseline_denominator"": 104, ""baseline_raw"": 21, ""baseline_share"": 0.20192307692307693, ""category"": ""Strong Opportunity, Weak Production"", ""current_denominator"": 22, ""current_raw"": 6, ""current_share"": 0.2727272727272727, ""player_id"": ""00-0034351"", ""player_name"": ""Dallas Goedert""}]",PHI
2025,17,"Strong Opportunity, Weak Production",00-0035685,David Montgomery,DET,RB,rb_carry_share,RB carry share,backfield,Produced 25 yards while handling 10 of 28 team carries; yards per carry was 2.5.,Yards per carry was 2.5 in the selected week.,10,28,0.3571428571428571,24,80,0.3,4,0.057142857142857106,10,28,0.3571428571428571,0.0,False,individual,1,00-0035685,David Montgomery,Yards per carry,2.5,/players?player=00-0035685&season=2025&family=rb_carry_share&week=17,/teams?team=DET&season=2025&family=rb_carry_share&week=17,/games?season=2025&week=17&game=2025_17_DET_MIN,"[{""context"": ""inside_5"", ""denominator"": 3, ""label"": ""Inside five"", ""raw"": 3}, {""context"": ""red_zone"", ""denominator"": 5, ""label"": ""Red zone"", ""raw"": 3}]",Inside five: 3 of 3; Red zone: 3 of 5; Passing downs: 3 of 4; Early downs: 7 of 24,"[{""all_play_denominator"": 28, ""all_play_raw"": 10, ""all_play_share"": 0.3571428571428571, ""baseline_denominator"": 80, ""baseline_raw"": 24, ""baseline_share"": 0.3, ""category"": ""Strong Opportunity, Weak Production"", ""current_denominator"": 28, ""current_raw"": 10, ""current_share"": 0.3571428571428571, ""player_id"": ""00-0035685"", ""player_name"": ""David Montgomery""}]",DET
2025,18,Box Score Overstated the Role,00-0040719,Bhayshul Tuten,JAX,RB,rb_opportunity_share,RB opportunity share,backfield,4 of 5 opportunities occurred outside normal-game context.,All-play share was 10.7 points above normal-game share.,1,7,0.1428571428571428,19,75,0.25333333333333335,4,-0.11047619047619056,5,20,0.25,0.1071428571428572,True,individual,1,00-0040719,Bhayshul Tuten,Yards per touch,4.6,/players?player=00-0040719&season=2025&family=rb_opportunity_share&week=18,/teams?team=JAX&season=2025&family=rb_opportunity_share&week=18,/games?season=2025&week=18&game=2025_18_TEN_JAX,"[{""context"": ""inside_5"", ""denominator"": 2, ""label"": ""Inside five"", ""raw"": 1}, {""context"": ""red_zone"", ""denominator"": 5, ""label"": ""Red zone"", ""raw"": 2}]",Inside five: 1 of 2; Red zone: 2 of 5; Early downs: 5 of 20,"[{""all_play_denominator"": 20, ""all_play_raw"": 5, ""all_play_share"": 0.25, ""baseline_denominator"": 75, ""baseline_raw"": 19, ""baseline_share"": 0.25333333333333335, ""category"": ""Box Score Overstated the Role"", ""current_denominator"": 7, ""current_raw"": 1, ""current_share"": 0.1428571428571428, ""player_id"": ""00-0040719"", ""player_name"": ""Bhayshul Tuten""}]",JAX
2025,18,Box Score Overstated the Role,00-0035628,D'Ernest Johnson,NE,RB,rb_opportunity_share,RB opportunity share,backfield,5 of 5 opportunities occurred outside normal-game context.,All-play share was 18.5 points above normal-game share.,0,20,0.0,4,87,0.04597701149425287,4,-0.04597701149425287,5,27,0.1851851851851851,0.1851851851851851,True,individual,1,00-0035628,D'Ernest Johnson,Yards per touch,2.6,/players?player=00-0035628&season=2025&family=rb_opportunity_share&week=18,/teams?team=NE&season=2025&family=rb_opportunity_share&week=18,/games?season=2025&week=18&game=2025_18_MIA_NE,"[{""context"": ""early_down"", ""denominator"": 24, ""label"": ""Early downs"", ""raw"": 5}]",Early downs: 5 of 24,"[{""all_play_denominator"": 27, ""all_play_raw"": 5, ""all_play_share"": 0.1851851851851851, ""baseline_denominator"": 87, ""baseline_raw"": 4, ""baseline_share"": 0.04597701149425287, ""category"": ""Box Score Overstated the Role"", ""current_denominator"": 20, ""current_raw"": 0, ""current_share"": 0.0, ""player_id"": ""00-0035628"", ""player_name"": ""D'Ernest Johnson""}]",NE
